productId,partNumber,brand,name,description,descriptionQuality,specifications,imageUrl,catalogUrl
PHEN-7EK-G002-36,7EK-G002-36,Phenomenex,"Zebron ZB-5, GC Cap. Column 15 m x 0.53 mm x 3.00 µm, Ea",Versatile column recommended for a wide range of applications and unknown samples,low,"{""Temperature Limits (°C) 30 to 340/360"": ""CoreTechnique GC"", ""CoreTechnique GC"": ""CoreSeparationMode Standard"", ""CoreSeparationMode Standard"": ""CoreBrand Zebron"", ""CoreBrand Zebron"": ""CorePhase ZB-5"", ""CorePhase ZB-5"": ""Length (m) 15.0000"", ""Length (m) 15.0000"": ""Max Temperature (°C) 370.0000"", ""Internal Diameter 0.5300"": ""Film Thickness 3.0000"", ""Film Thickness 3.0000"": ""* Polarity scale is based on the McReynolds value, which provides a systematic approach to ranking GC stationary phases by polarity.""}",https://www.phenomenex.com/-/jssmedia/phxjss/data/media/images/order/15m_GC_column.png,https://www.phenomenex.com/part?partNo=7EK-G002-36
PHEN-7EM-G002-11,7EM-G002-11,Phenomenex,"Zebron ZB-5, GC Cap. Column 15 m x 0.32 mm x 0.25 µm, Ea",Versatile column recommended for a wide range of applications and unknown samples,low,"{""Temperature Limits (°C) 30 to 340/360"": ""CoreTechnique GC"", ""CoreTechnique GC"": ""CoreSeparationMode Standard"", ""CoreSeparationMode Standard"": ""CoreBrand Zebron"", ""CoreBrand Zebron"": ""CorePhase ZB-5"", ""CorePhase ZB-5"": ""Length (m) 15.0000"", ""Length (m) 15.0000"": ""Internal Diameter 0.3200"", ""Internal Diameter 0.3200"": ""Film Thickness 0.2500"", ""Film Thickness 0.2500"": ""* Polarity scale is based on the McReynolds value, which provides a systematic approach to ranking GC stationary phases by polarity.""}",https://www.phenomenex.com/-/jssmedia/phxjss/data/media/images/order/15m_GC_column.png,https://www.phenomenex.com/part?partNo=7EM-G002-11
PHEN-7EM-G002-22,7EM-G002-22,Phenomenex,"Zebron ZB-5, GC Cap. Column 15 m x 0.32 mm x 1.00 µm, Ea",Versatile column recommended for a wide range of applications and unknown samples,low,"{""Temperature Limits (°C) 30 to 340/360"": ""CoreTechnique GC"", ""CoreTechnique GC"": ""CoreSeparationMode Standard"", ""CoreSeparationMode Standard"": ""CoreBrand Zebron"", ""CoreBrand Zebron"": ""CorePhase ZB-5"", ""CorePhase ZB-5"": ""Length (m) 15.0000"", ""Length (m) 15.0000"": ""Max Temperature (°C) 370.0000"", ""Internal Diameter 0.3200"": ""Film Thickness 1.0000"", ""Film Thickness 1.0000"": ""* Polarity scale is based on the McReynolds value, which provides a systematic approach to ranking GC stationary phases by polarity.""}",https://www.phenomenex.com/-/jssmedia/phxjss/data/media/images/order/15m_GC_column.png,https://www.phenomenex.com/part?partNo=7EM-G002-22
PHEN-7CB-G010-02,7CB-G010-02,Phenomenex,"Zebron ZB-5MS, GC Cap. Column 10 m x 0.10 mm x 0.10 µm, Ea",Arylene Matrix Technology™ (AMT) provides a highly stable arylene phase for enhanced resolution of PAHs and multi-ring aromatic compounds and suited to high sensitivity work using GC-MS,medium,"{""Temperature Limits (°C) -60 to 325/350"": ""CoreTechnique GC"", ""CoreTechnique GC"": ""CoreSeparationMode Standard"", ""CoreSeparationMode Standard"": ""CoreBrand Zebron"", ""CoreBrand Zebron"": ""CorePhase ZB-5MS"", ""CorePhase ZB-5MS"": ""Length (m) 10.0000"", ""Length (m) 10.0000"": ""Max Temperature (°C) 350.0000"", ""Internal Diameter 0.1000"": ""Film Thickness 0.1000"", ""Film Thickness 0.1000"": ""* Polarity scale is based on the McReynolds value, which provides a systematic approach to ranking GC stationary phases by polarity.""}",https://www.phenomenex.com/-/jssmedia/phxjss/data/media/images/order/15m_GC_column.png,https://www.phenomenex.com/part?partNo=7CB-G010-02
PHEN-7CD-G010-08,7CD-G010-08,Phenomenex,"Zebron ZB-5MS, GC Cap. Column 10 m x 0.18 mm x 0.18 µm, Ea",Arylene Matrix Technology™ (AMT) provides a highly stable arylene phase for enhanced resolution of PAHs and multi-ring aromatic compounds and suited to high sensitivity work using GC-MS,medium,"{""Temperature Limits (°C) -60 to 325/350"": ""CoreTechnique GC"", ""CoreTechnique GC"": ""CoreSeparationMode Standard"", ""CoreSeparationMode Standard"": ""CoreBrand Zebron"", ""CoreBrand Zebron"": ""CorePhase ZB-5MS"", ""CorePhase ZB-5MS"": ""Length (m) 10.0000"", ""Length (m) 10.0000"": ""Max Temperature (°C) 350.0000"", ""Internal Diameter 0.1800"": ""Film Thickness 0.1800"", ""Film Thickness 0.1800"": ""* Polarity scale is based on the McReynolds value, which provides a systematic approach to ranking GC stationary phases by polarity.""}",https://www.phenomenex.com/-/jssmedia/phxjss/data/media/images/order/15m_GC_column.png,https://www.phenomenex.com/part?partNo=7CD-G010-08
PHEN-7DE-G010-14,7DE-G010-14,Phenomenex,"Zebron ZB-5MS, GC Cap. Column 12 m x 0.20 mm x 0.33 µm, Ea",Arylene Matrix Technology™ (AMT) provides a highly stable arylene phase for enhanced resolution of PAHs and multi-ring aromatic compounds and suited to high sensitivity work using GC-MS,medium,"{""Temperature Limits (°C) -60 to 325/350"": ""CoreTechnique GC"", ""CoreTechnique GC"": ""CoreSeparationMode Standard"", ""CoreSeparationMode Standard"": ""CoreBrand Zebron"", ""CoreBrand Zebron"": ""CorePhase ZB-5MS"", ""CorePhase ZB-5MS"": ""Length (m) 12.0000"", ""Length (m) 12.0000"": ""Internal Diameter 0.2000"", ""Internal Diameter 0.2000"": ""Film Thickness 0.3300"", ""Film Thickness 0.3300"": ""* Polarity scale is based on the McReynolds value, which provides a systematic approach to ranking GC stationary phases by polarity.""}",https://www.phenomenex.com/-/jssmedia/phxjss/data/media/images/order/15m_GC_column.png,https://www.phenomenex.com/part?partNo=7DE-G010-14
PHEN-7EG-G010-11,7EG-G010-11,Phenomenex,"Zebron ZB-5MS, GC Cap. Column 15 m x 0.25 mm x 0.25 µm, Ea",Arylene Matrix Technology™ (AMT) provides a highly stable arylene phase for enhanced resolution of PAHs and multi-ring aromatic compounds and suited to high sensitivity work using GC-MS,medium,"{""Temperature Limits (°C) -60 to 325/350"": ""CoreTechnique GC"", ""CoreTechnique GC"": ""CoreSeparationMode Standard"", ""CoreSeparationMode Standard"": ""CoreBrand Zebron"", ""CoreBrand Zebron"": ""CorePhase ZB-5MS"", ""CorePhase ZB-5MS"": ""Length (m) 15.0000"", ""Length (m) 15.0000"": ""Internal Diameter 0.2500"", ""Internal Diameter 0.2500"": ""Film Thickness 0.2500"", ""Film Thickness 0.2500"": ""* Polarity scale is based on the McReynolds value, which provides a systematic approach to ranking GC stationary phases by polarity.""}",https://www.phenomenex.com/-/jssmedia/phxjss/data/media/images/order/15m_GC_column.png,https://www.phenomenex.com/part?partNo=7EG-G010-11
PHEN-7EG-G010-11-GGC,7EG-G010-11-GGC,Phenomenex,"Zebron ZB-5MS w/GUARDIAN, 10 m, GC Cap. Column 15 m x 0.25 mm x 0.25 µm, Ea",Arylene Matrix Technology™ (AMT) provides a highly stable arylene phase for enhanced resolution of PAHs and multi-ring aromatic compounds and suited to high sensitivity work using GC-MS,medium,"{""CoreTechnique GC"": ""CoreSeparationMode Standard"", ""CoreSeparationMode Standard"": ""CoreBrand Zebron"", ""CoreBrand Zebron"": ""CorePhase ZB-5MS"", ""CorePhase ZB-5MS"": ""Length (m) 15.0000"", ""Length (m) 15.0000"": ""Internal Diameter 0.2500"", ""Internal Diameter 0.2500"": ""Film Thickness 0.0000 , 0.2500"", ""Film Thickness 0.0000 , 0.2500"": ""Phenomenex is a technology leader committed to developing novel analytical chemistry solutions that solve the separation and purification challenges of researchers worldwide.""}",https://www.phenomenex.com/-/jssmedia/phxjss/data/media/images/order/15m_GC_column.png,https://www.phenomenex.com/part?partNo=7EG-G010-11-GGC
PHEN-7FD-G010-08,7FD-G010-08,Phenomenex,"Zebron ZB-5MS, GC Cap. Column 20 m x 0.18 mm x 0.18 µm, Ea",Arylene Matrix Technology™ (AMT) provides a highly stable arylene phase for enhanced resolution of PAHs and multi-ring aromatic compounds and suited to high sensitivity work using GC-MS,medium,"{""Temperature Limits (°C) -60 to 325/350"": ""CoreTechnique GC"", ""CoreTechnique GC"": ""CoreSeparationMode Standard"", ""CoreSeparationMode Standard"": ""CoreBrand Zebron"", ""CoreBrand Zebron"": ""CorePhase ZB-5MS"", ""CorePhase ZB-5MS"": ""Length (m) 20.0000"", ""Length (m) 20.0000"": ""Internal Diameter 0.1800"", ""Internal Diameter 0.1800"": ""Film Thickness 0.1800"", ""Film Thickness 0.1800"": ""* Polarity scale is based on the McReynolds value, which provides a systematic approach to ranking GC stationary phases by polarity.""}",https://www.phenomenex.com/-/jssmedia/phxjss/data/media/images/order/20m_GC_Column_Side_View.png,https://www.phenomenex.com/part?partNo=7FD-G010-08
PHEN-7FD-G010-51,7FD-G010-51,Phenomenex,"Zebron ZB-5MS, GC Cap. Column 20 m x 0.18 mm x 0.32 µm, Ea",Arylene Matrix Technology™ (AMT) provides a highly stable arylene phase for enhanced resolution of PAHs and multi-ring aromatic compounds and suited to high sensitivity work using GC-MS,medium,"{""Temperature Limits (°C) -60 to 325/350"": ""CoreTechnique GC"", ""CoreTechnique GC"": ""CoreSeparationMode Standard"", ""CoreSeparationMode Standard"": ""CoreBrand Zebron"", ""CoreBrand Zebron"": ""CorePhase ZB-5MS"", ""CorePhase ZB-5MS"": ""Length (m) 20.0000"", ""Length (m) 20.0000"": ""Internal Diameter 0.1800"", ""Internal Diameter 0.1800"": ""Film Thickness 0.3200"", ""Film Thickness 0.3200"": ""* Polarity scale is based on the McReynolds value, which provides a systematic approach to ranking GC stationary phases by polarity.""}",https://www.phenomenex.com/-/jssmedia/phxjss/data/media/images/order/20m_GC_Column_Side_View.png,https://www.phenomenex.com/part?partNo=7FD-G010-51
PHEN-7GE-G010-14,7GE-G010-14,Phenomenex,"Zebron ZB-5MS, GC Cap. Column 25 m x 0.20 mm x 0.33 µm, Ea",Arylene Matrix Technology™ (AMT) provides a highly stable arylene phase for enhanced resolution of PAHs and multi-ring aromatic compounds and suited to high sensitivity work using GC-MS,medium,"{""Temperature Limits (°C) -60 to 325/350"": ""CoreTechnique GC"", ""CoreTechnique GC"": ""CoreSeparationMode Standard"", ""CoreSeparationMode Standard"": ""CoreBrand Zebron"", ""CoreBrand Zebron"": ""CorePhase ZB-5MS"", ""CorePhase ZB-5MS"": ""Length (m) 25.0000"", ""Length (m) 25.0000"": ""Internal Diameter 0.2000"", ""Internal Diameter 0.2000"": ""Film Thickness 0.3300"", ""Film Thickness 0.3300"": ""* Polarity scale is based on the McReynolds value, which provides a systematic approach to ranking GC stationary phases by polarity.""}",https://www.phenomenex.com/-/jssmedia/phxjss/data/media/images/order/20m_GC_Column_Side_View.png,https://www.phenomenex.com/part?partNo=7GE-G010-14
PHEN-7HG-G010-11,7HG-G010-11,Phenomenex,"Zebron ZB-5MS, GC Cap. Column 30 m x 0.25 mm x 0.25 µm, Ea",Arylene Matrix Technology™ (AMT) provides a highly stable arylene phase for enhanced resolution of PAHs and multi-ring aromatic compounds and suited to high sensitivity work using GC-MS,medium,"{""Temperature Limits (°C) -60 to 325/350"": ""CoreTechnique GC"", ""CoreTechnique GC"": ""CoreSeparationMode Standard"", ""CoreSeparationMode Standard"": ""CoreBrand Zebron"", ""CoreBrand Zebron"": ""CorePhase ZB-5MS"", ""CorePhase ZB-5MS"": ""Length (m) 30.0000"", ""Length (m) 30.0000"": ""Internal Diameter 0.2500"", ""Internal Diameter 0.2500"": ""Film Thickness 0.2500"", ""Film Thickness 0.2500"": ""* Polarity scale is based on the McReynolds value, which provides a systematic approach to ranking GC stationary phases by polarity.""}",https://www.phenomenex.com/-/jssmedia/phxjss/data/media/images/order/30m_GC_Column_angle.png,https://www.phenomenex.com/part?partNo=7HG-G010-11
PHEN-7CB-G013-02,7CB-G013-02,Phenomenex,"Zebron ZB-WAXplus, GC Cap. Column 10 m x 0.10 mm x 0.10 µm, Ea",Enhanced selectivity for low boiling solvents; high retention of alcohols and chlorinated solvents and extremely inert for acidic compounds,medium,"{""Temperature Limits (°C) 20 to 250/260"": ""CoreTechnique GC"", ""CoreTechnique GC"": ""CoreSeparationMode Improved Performance"", ""CoreSeparationMode Improved Performance"": ""CoreBrand Zebron"", ""CoreBrand Zebron"": ""CorePhase ZB-WAXplus"", ""CorePhase ZB-WAXplus"": ""Length (m) 10.0000"", ""Length (m) 10.0000"": ""Max Temperature (°C) 260.0000"", ""Internal Diameter 0.1000"": ""Film Thickness 0.1000"", ""Film Thickness 0.1000"": ""* Polarity scale is based on the McReynolds value, which provides a systematic approach to ranking GC stationary phases by polarity.""}",https://www.phenomenex.com/-/jssmedia/phxjss/data/media/images/order/15m_GC_column.png,https://www.phenomenex.com/part?partNo=7CB-G013-02
PHEN-7EG-G013-11,7EG-G013-11,Phenomenex,"Zebron ZB-WAXplus, GC Cap. Column 15 m x 0.25 mm x 0.25 µm, Ea",Enhanced selectivity for low boiling solvents; high retention of alcohols and chlorinated solvents and extremely inert for acidic compounds,medium,"{""Temperature Limits (°C) 20 to 250/260"": ""CoreTechnique GC"", ""CoreTechnique GC"": ""CoreSeparationMode Improved Performance"", ""CoreSeparationMode Improved Performance"": ""CoreBrand Zebron"", ""CoreBrand Zebron"": ""CorePhase ZB-WAXplus"", ""CorePhase ZB-WAXplus"": ""Length (m) 15.0000"", ""Length (m) 15.0000"": ""Internal Diameter 0.2500"", ""Internal Diameter 0.2500"": ""Film Thickness 0.2500"", ""Film Thickness 0.2500"": ""Phenomenex is a technology leader committed to developing novel analytical chemistry solutions that solve the separation and purification challenges of researchers worldwide.""}",https://www.phenomenex.com/-/jssmedia/phxjss/data/media/images/order/15m_GC_column.png,https://www.phenomenex.com/part?partNo=7EG-G013-11
PHEN-7EK-G013-22,7EK-G013-22,Phenomenex,"Zebron ZB-WAXplus, GC Cap. Column 15 m x 0.53 mm x 1.00 µm, Ea",Enhanced selectivity for low boiling solvents; high retention of alcohols and chlorinated solvents and extremely inert for acidic compounds,medium,"{""Temperature Limits (°C) 20 to 250/260"": ""CoreTechnique GC"", ""CoreTechnique GC"": ""CoreSeparationMode Improved Performance"", ""CoreSeparationMode Improved Performance"": ""CoreBrand Zebron"", ""CoreBrand Zebron"": ""CorePhase ZB-WAXplus"", ""CorePhase ZB-WAXplus"": ""Length (m) 15.0000"", ""Length (m) 15.0000"": ""Max Temperature (°C) 260.0000"", ""Internal Diameter 0.5300"": ""Film Thickness 1.0000"", ""Film Thickness 1.0000"": ""* Polarity scale is based on the McReynolds value, which provides a systematic approach to ranking GC stationary phases by polarity.""}",https://www.phenomenex.com/-/jssmedia/phxjss/data/media/images/order/15m_GC_column.png,https://www.phenomenex.com/part?partNo=7EK-G013-22
PHEN-7FD-G013-08,7FD-G013-08,Phenomenex,"Zebron ZB-WAXplus, GC Cap. Column 20 m x 0.18 mm x 0.18 µm, Ea",Enhanced selectivity for low boiling solvents; high retention of alcohols and chlorinated solvents and extremely inert for acidic compounds,medium,"{""Temperature Limits (°C) 20 to 250/260"": ""CoreTechnique GC"", ""CoreTechnique GC"": ""CoreSeparationMode Improved Performance"", ""CoreSeparationMode Improved Performance"": ""CoreBrand Zebron"", ""CoreBrand Zebron"": ""CorePhase ZB-WAXplus"", ""CorePhase ZB-WAXplus"": ""Length (m) 20.0000"", ""Length (m) 20.0000"": ""Max Temperature (°C) 260.0000"", ""Internal Diameter 0.1800"": ""Film Thickness 0.1800"", ""Film Thickness 0.1800"": ""* Polarity scale is based on the McReynolds value, which provides a systematic approach to ranking GC stationary phases by polarity.""}",https://www.phenomenex.com/-/jssmedia/phxjss/data/media/images/order/20m_GC_Column_Side_View.png,https://www.phenomenex.com/part?partNo=7FD-G013-08
PHEN-7HG-G013-11,7HG-G013-11,Phenomenex,"Zebron ZB-WAXplus, GC Cap. Column 30 m x 0.25 mm x 0.25 µm, Ea",Enhanced selectivity for low boiling solvents; high retention of alcohols and chlorinated solvents and extremely inert for acidic compounds,medium,"{""Temperature Limits (°C) 20 to 250/260"": ""CoreTechnique GC"", ""CoreTechnique GC"": ""CoreSeparationMode Improved Performance"", ""CoreSeparationMode Improved Performance"": ""CoreBrand Zebron"", ""CoreBrand Zebron"": ""CorePhase ZB-WAXplus"", ""CorePhase ZB-WAXplus"": ""Length (m) 30.0000"", ""Length (m) 30.0000"": ""Max Temperature (°C) 260.0000"", ""Internal Diameter 0.2500"": ""Film Thickness 0.2500"", ""Film Thickness 0.2500"": ""* Polarity scale is based on the McReynolds value, which provides a systematic approach to ranking GC stationary phases by polarity.""}",https://www.phenomenex.com/-/jssmedia/phxjss/data/media/images/order/30m_GC_Column_angle.png,https://www.phenomenex.com/part?partNo=7HG-G013-11
PHEN-7HG-G013-11-B,7HG-G013-11-B,Phenomenex,"Zebron ZB-WAXplus, 5-in Cage, GC Cap. Column 30 m x 0.25 mm x 0.25 µm, Ea",Enhanced selectivity for low boiling solvents; high retention of alcohols and chlorinated solvents and extremely inert for acidic compounds,medium,"{""Temperature Limits (°C) 20 to 250/260"": ""CoreTechnique GC"", ""CoreTechnique GC"": ""CoreSeparationMode Improved Performance"", ""CoreSeparationMode Improved Performance"": ""CoreBrand Zebron"", ""CoreBrand Zebron"": ""CorePhase ZB-WAXplus"", ""CorePhase ZB-WAXplus"": ""Length (m) 30.0000"", ""Length (m) 30.0000"": ""Max Temperature (°C) 260.0000"", ""Internal Diameter 0.2500"": ""Film Thickness 0.2500"", ""Film Thickness 0.2500"": ""* Polarity scale is based on the McReynolds value, which provides a systematic approach to ranking GC stationary phases by polarity.""}",https://www.phenomenex.com/-/jssmedia/phxjss/data/media/images/order/30m_GC_Column_angle.png,https://www.phenomenex.com/part?partNo=7HG-G013-11-B
PHEN-7HG-G013-11-GGA-C,7HG-G013-11-GGA-C,Phenomenex,"Zebron ZB-WAXplus w/GUARDIAN, 5 m, GC Cap. Column 30 m x 0.25 mm x 0.25 µm (CUSTOM), Ea",Enhanced selectivity for low boiling solvents; high retention of alcohols and chlorinated solvents and extremely inert for acidic compounds,medium,"{""Temperature Limits (°C) 20 to 250/260"": ""CoreTechnique GC"", ""CoreTechnique GC"": ""CoreSeparationMode Improved Performance"", ""CoreSeparationMode Improved Performance"": ""CoreBrand Zebron"", ""CoreBrand Zebron"": ""CorePhase ZB-WAXplus"", ""CorePhase ZB-WAXplus"": ""Length (m) 30.0000"", ""Length (m) 30.0000"": ""Internal Diameter 0.2500"", ""Internal Diameter 0.2500"": ""Film Thickness 0.2500"", ""Film Thickness 0.2500"": ""Phenomenex is a technology leader committed to developing novel analytical chemistry solutions that solve the separation and purification challenges of researchers worldwide.""}",https://www.phenomenex.com/-/jssmedia/phxjss/data/media/images/order/30m_GC_Column_angle.png,https://www.phenomenex.com/part?partNo=7HG-G013-11-GGA-C
PHEN-7HG-G013-17,7HG-G013-17,Phenomenex,"Zebron ZB-WAXplus, GC Cap. Column 30 m x 0.25 mm x 0.50 µm, Ea",Enhanced selectivity for low boiling solvents; high retention of alcohols and chlorinated solvents and extremely inert for acidic compounds,medium,"{""Temperature Limits (°C) 20 to 250/260"": ""CoreTechnique GC"", ""CoreTechnique GC"": ""CoreSeparationMode Improved Performance"", ""CoreSeparationMode Improved Performance"": ""CoreBrand Zebron"", ""CoreBrand Zebron"": ""CorePhase ZB-WAXplus"", ""CorePhase ZB-WAXplus"": ""Length (m) 30.0000"", ""Length (m) 30.0000"": ""Max Temperature (°C) 260.0000"", ""Internal Diameter 0.2500"": ""Film Thickness 0.5000"", ""Film Thickness 0.5000"": ""* Polarity scale is based on the McReynolds value, which provides a systematic approach to ranking GC stationary phases by polarity.""}",https://www.phenomenex.com/-/jssmedia/phxjss/data/media/images/order/30m_GC_Column_angle.png,https://www.phenomenex.com/part?partNo=7HG-G013-17
PHEN-7HK-G013-11,7HK-G013-11,Phenomenex,"Zebron ZB-WAXplus, GC Cap. Column 30 m x 0.53 mm x 0.25 µm, Ea",Enhanced selectivity for low boiling solvents; high retention of alcohols and chlorinated solvents and extremely inert for acidic compounds,medium,"{""Temperature Limits (°C) 20 to 250/260"": ""CoreTechnique GC"", ""CoreTechnique GC"": ""CoreSeparationMode Improved Performance"", ""CoreSeparationMode Improved Performance"": ""CoreBrand Zebron"", ""CoreBrand Zebron"": ""CorePhase ZB-WAXplus"", ""CorePhase ZB-WAXplus"": ""Length (m) 30.0000"", ""Length (m) 30.0000"": ""Internal Diameter 0.5300"", ""Internal Diameter 0.5300"": ""Film Thickness 0.2500"", ""Film Thickness 0.2500"": ""Phenomenex is a technology leader committed to developing novel analytical chemistry solutions that solve the separation and purification challenges of researchers worldwide.""}",https://www.phenomenex.com/-/jssmedia/phxjss/data/media/images/order/30m_GC_Column_angle.png,https://www.phenomenex.com/part?partNo=7HK-G013-11
PHEN-7EG-G009-11,7EG-G009-11,Phenomenex,"Zebron ZB-FFAP, GC Cap. Column 15 m x 0.25 mm x 0.25 µm, Ea","Excellent peak shape for underivatized acids, organic acids, free fatty acids, and alcohols",low,"{""Temperature Limits (°C) 40 to 250/260"": ""CoreTechnique GC"", ""CoreTechnique GC"": ""CoreSeparationMode Standard"", ""CoreSeparationMode Standard"": ""CoreBrand Zebron"", ""CoreBrand Zebron"": ""CorePhase ZB-FFAP"", ""CorePhase ZB-FFAP"": ""Length (m) 15.0000"", ""Length (m) 15.0000"": ""Internal Diameter 0.2500"", ""Internal Diameter 0.2500"": ""Film Thickness 0.2500"", ""Film Thickness 0.2500"": ""* Polarity scale is based on the McReynolds value, which provides a systematic approach to ranking GC stationary phases by polarity.""}",https://www.phenomenex.com/-/jssmedia/phxjss/data/media/images/order/15m_GC_column.png,https://www.phenomenex.com/part?partNo=7EG-G009-11
PHEN-7EK-G009-22,7EK-G009-22,Phenomenex,"Zebron ZB-FFAP, GC Cap. Column 15 m x 0.53 mm x 1.00 µm, Ea","Excellent peak shape for underivatized acids, organic acids, free fatty acids, and alcohols",low,"{""Temperature Limits (°C) 40 to 250/260"": ""CoreTechnique GC"", ""CoreTechnique GC"": ""CoreSeparationMode Standard"", ""CoreSeparationMode Standard"": ""CoreBrand Zebron"", ""CoreBrand Zebron"": ""CorePhase ZB-FFAP"", ""CorePhase ZB-FFAP"": ""Length (m) 15.0000"", ""Length (m) 15.0000"": ""Internal Diameter 0.5300"", ""Internal Diameter 0.5300"": ""Film Thickness 1.0000"", ""Film Thickness 1.0000"": ""* Polarity scale is based on the McReynolds value, which provides a systematic approach to ranking GC stationary phases by polarity.""}",https://www.phenomenex.com/-/jssmedia/phxjss/data/media/images/order/15m_GC_column.png,https://www.phenomenex.com/part?partNo=7EK-G009-22
PHEN-7EM-G009-11,7EM-G009-11,Phenomenex,"Zebron ZB-FFAP, GC Cap. Column 15 m x 0.32 mm x 0.25 µm, Ea","Excellent peak shape for underivatized acids, organic acids, free fatty acids, and alcohols",low,"{""Temperature Limits (°C) 40 to 250/260"": ""CoreTechnique GC"", ""CoreTechnique GC"": ""CoreSeparationMode Standard"", ""CoreSeparationMode Standard"": ""CoreBrand Zebron"", ""CoreBrand Zebron"": ""CorePhase ZB-FFAP"", ""CorePhase ZB-FFAP"": ""Length (m) 15.0000"", ""Length (m) 15.0000"": ""Internal Diameter 0.3200"", ""Internal Diameter 0.3200"": ""Film Thickness 0.2500"", ""Film Thickness 0.2500"": ""* Polarity scale is based on the McReynolds value, which provides a systematic approach to ranking GC stationary phases by polarity.""}",https://www.phenomenex.com/-/jssmedia/phxjss/data/media/images/order/15m_GC_column.png,https://www.phenomenex.com/part?partNo=7EM-G009-11
PHEN-7HG-G009-11,7HG-G009-11,Phenomenex,"Zebron ZB-FFAP, GC Cap. Column 30 m x 0.25 mm x 0.25 µm, Ea","Excellent peak shape for underivatized acids, organic acids, free fatty acids, and alcohols",low,"{""Temperature Limits (°C) 40 to 250/260"": ""CoreTechnique GC"", ""CoreTechnique GC"": ""CoreSeparationMode Standard"", ""CoreSeparationMode Standard"": ""CoreBrand Zebron"", ""CoreBrand Zebron"": ""CorePhase ZB-FFAP"", ""CorePhase ZB-FFAP"": ""Length (m) 30.0000"", ""Length (m) 30.0000"": ""Internal Diameter 0.2500"", ""Internal Diameter 0.2500"": ""Film Thickness 0.2500"", ""Film Thickness 0.2500"": ""* Polarity scale is based on the McReynolds value, which provides a systematic approach to ranking GC stationary phases by polarity.""}",https://www.phenomenex.com/-/jssmedia/phxjss/data/media/images/order/30m_GC_Column_angle.png,https://www.phenomenex.com/part?partNo=7HG-G009-11
PHEN-7HK-G009-22,7HK-G009-22,Phenomenex,"Zebron ZB-FFAP, GC Cap. Column 30 m x 0.53 mm x 1.00 µm, Ea",,none,{},,https://www.phenomenex.com/part?partNo=7HK-G009-22
PHEN-7HK-G009-22-B,7HK-G009-22-B,Phenomenex,"Zebron ZB-FFAP, 5-in Cage, GC Cap. Column 30 m x 0.53 mm x 1.00 µm, Ea","Excellent peak shape for underivatized acids, organic acids, free fatty acids, and alcohols",low,"{""Temperature Limits (°C) 40 to 250/260"": ""CoreTechnique GC"", ""CoreTechnique GC"": ""CoreSeparationMode Standard"", ""CoreSeparationMode Standard"": ""CoreBrand Zebron"", ""CoreBrand Zebron"": ""CorePhase ZB-FFAP"", ""CorePhase ZB-FFAP"": ""Length (m) 30.0000"", ""Length (m) 30.0000"": ""Internal Diameter 0.5300"", ""Internal Diameter 0.5300"": ""Film Thickness 1.0000"", ""Film Thickness 1.0000"": ""* Polarity scale is based on the McReynolds value, which provides a systematic approach to ranking GC stationary phases by polarity.""}",https://www.phenomenex.com/-/jssmedia/phxjss/data/media/images/order/30m_GC_Column_angle.png,https://www.phenomenex.com/part?partNo=7HK-G009-22-B
PHEN-7HK-G009-36-C,7HK-G009-36-C,Phenomenex,"Zebron ZB-FFAP, GC Cap. Column 30 m x 0.53 mm x 3.00 µm (CUSTOM), Ea","Excellent peak shape for underivatized acids, organic acids, free fatty acids, and alcohols",low,"{""Temperature Limits (°C) 40 to 250/260"": ""CoreTechnique GC"", ""CoreTechnique GC"": ""CoreSeparationMode Standard"", ""CoreSeparationMode Standard"": ""CoreBrand Zebron"", ""CoreBrand Zebron"": ""CorePhase ZB-FFAP"", ""CorePhase ZB-FFAP"": ""Length (m) 30.0000"", ""Length (m) 30.0000"": ""Max Temperature (°C) 260.0000"", ""Internal Diameter 0.5300"": ""Film Thickness 3.0000"", ""Film Thickness 3.0000"": ""* Polarity scale is based on the McReynolds value, which provides a systematic approach to ranking GC stationary phases by polarity.""}",https://www.phenomenex.com/-/jssmedia/phxjss/data/media/images/order/30m_GC_Column_angle.png,https://www.phenomenex.com/part?partNo=7HK-G009-36-C
PHEN-7HM-G009-11,7HM-G009-11,Phenomenex,"Zebron ZB-FFAP, GC Cap. Column 30 m x 0.32 mm x 0.25 µm, Ea","Excellent peak shape for underivatized acids, organic acids, free fatty acids, and alcohols",low,"{""Temperature Limits (°C) 40 to 250/260"": ""CoreTechnique GC"", ""CoreTechnique GC"": ""CoreSeparationMode Standard"", ""CoreSeparationMode Standard"": ""CoreBrand Zebron"", ""CoreBrand Zebron"": ""CorePhase ZB-FFAP"", ""CorePhase ZB-FFAP"": ""Length (m) 30.0000"", ""Length (m) 30.0000"": ""Max Temperature (°C) 260.0000"", ""Internal Diameter 0.3200"": ""Film Thickness 0.2500"", ""Film Thickness 0.2500"": ""* Polarity scale is based on the McReynolds value, which provides a systematic approach to ranking GC stationary phases by polarity.""}",https://www.phenomenex.com/-/jssmedia/phxjss/data/media/images/order/30m_GC_Column_angle.png,https://www.phenomenex.com/part?partNo=7HM-G009-11
