"productId","partNumber","name","brand","productType","particleSize","poreSize","columnLength","innerDiameter","phaseType","phRange","status"
"THER-26098-0430","26098-0430","TraceGOLD TG-5HT GC Columns, 0.1μm, 0.53mm I.D., 15m length","Thermo Fisher Scientific","GC Column","","","15m","0.53mm","","","active"
"THER-26098-0435","26098-0435","TraceGOLD TG-5HT GC Columns, 0.25μm, 0.53mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.53mm","","","active"
"THER-26098-0440","26098-0440","TraceGOLD TG-5HT GC Columns, 1.0μm, 0.53mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.53mm","","","active"
"THER-26098-0500","26098-0500","TraceGOLD™ TG-624 and TG-624SilMS GC Columns, 0.25μm, 0.25mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.25mm","6% Cyanopropylphenyl Polysiloxane","","active"
"THER-26098-0505","26098-0505","TraceGOLD™ TG-624 and TG-624SilMS GC Columns, 0.5μm, 0.25mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.25mm","6% Cyanopropylphenyl Polysiloxane","","active"
"THER-26098-0510","26098-0510","TraceGOLD™ TG-624 and TG-624SilMS GC Columns, 1.4μm, 0.25mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.25mm","6% Cyanopropylphenyl Polysiloxane","","active"
"THER-26098-0515","26098-0515","TraceGOLD™ TG-624 and TG-624SilMS GC Columns, 0.25μm, 0.32mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.32mm","6% Cyanopropylphenyl Polysiloxane","","active"
"THER-26098-0520","26098-0520","TraceGOLD™ TG-624 and TG-624SilMS GC Columns, 0.5μm, 0.32mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.32mm","6% Cyanopropylphenyl Polysiloxane","","active"
"THER-26098-0525","26098-0525","TraceGOLD™ TG-624 and TG-624SilMS GC Columns, 1.8μm, 0.32mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.32mm","6% Cyanopropylphenyl Polysiloxane","","active"
"THER-26098-0530","26098-0530","TraceGOLD™ TG-624 and TG-624SilMS GC Columns, 3.0μm, 0.32mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.32mm","6% Cyanopropylphenyl Polysiloxane","","active"
"THER-26098-0535","26098-0535","TraceGOLD™ TG-624 and TG-624SilMS GC Columns, 0.25μm, 0.53mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.53mm","6% Cyanopropylphenyl Polysiloxane","","active"
"THER-26098-0540","26098-0540","TraceGOLD™ TG-624 and TG-624SilMS GC Columns, 1.0μm, 0.53mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.53mm","6% Cyanopropylphenyl Polysiloxane","","active"
"THER-26098-0545","26098-0545","TraceGOLD™ TG-624 and TG-624SilMS GC Columns, 3.0μm, 0.53mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.53mm","6% Cyanopropylphenyl Polysiloxane","","active"
"THER-26098-0550","26098-0550","TraceGOLD™ TG-624 and TG-624SilMS GC Columns, 5.0μm, 0.53mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.53mm","6% Cyanopropylphenyl Polysiloxane","","active"
"THER-26098-0600","26098-0600","TraceGOLD TG-POLAR GC Columns, 0.25μm, 0.25mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.25mm","High Polarity","","active"
"THER-26098-0605","26098-0605","TraceGOLD TG-POLAR GC Columns, 0.5μm, 0.25mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.25mm","High Polarity","","active"
"THER-26098-0610","26098-0610","TraceGOLD TG-POLAR GC Columns, 1.0μm, 0.25mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.25mm","High Polarity","","active"
"THER-26098-0615","26098-0615","TraceGOLD TG-POLAR GC Columns, 0.25μm, 0.32mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.32mm","High Polarity","","active"
"THER-26098-0620","26098-0620","TraceGOLD TG-POLAR GC Columns, 0.5μm, 0.32mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.32mm","High Polarity","","active"
"THER-26098-0625","26098-0625","TraceGOLD TG-POLAR GC Columns, 1.0μm, 0.32mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.32mm","High Polarity","","active"
"THER-26098-0630","26098-0630","TraceGOLD TG-POLAR GC Columns, 0.25μm, 0.53mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.53mm","High Polarity","","active"
"THER-26098-0635","26098-0635","TraceGOLD TG-POLAR GC Columns, 1.0μm, 0.53mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.53mm","High Polarity","","active"
"THER-26098-0640","26098-0640","TraceGOLD TG-POLAR GC Columns, 1.5μm, 0.53mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.53mm","High Polarity","","active"
"THER-26098-0700","26098-0700","TRACE™ TR-V1 GC Columns, 1.0μm, 0.25mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.25mm","","","active"
"THER-26098-0705","26098-0705","TRACE™ TR-V1 GC Columns, 1.8μm, 0.25mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.25mm","","","active"
"THER-26098-0710","26098-0710","TRACE™ TR-V1 GC Columns, 1.0μm, 0.32mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.32mm","","","active"
"THER-26098-0715","26098-0715","TRACE™ TR-V1 GC Columns, 1.8μm, 0.32mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.32mm","","","active"
"THER-26098-0720","26098-0720","TRACE™ TR-V1 GC Columns, 3.0μm, 0.32mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.32mm","","","active"
"THER-26098-0725","26098-0725","TRACE™ TR-V1 GC Columns, 1.0μm, 0.53mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.53mm","","","active"
"THER-26098-0730","26098-0730","TRACE™ TR-V1 GC Columns, 3.0μm, 0.53mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.53mm","","","active"
"THER-26098-0735","26098-0735","TRACE™ TR-V1 GC Columns, 5.0μm, 0.53mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.53mm","","","active"
"THER-26098-0800","26098-0800","TRACE™ TR-5MS GC Columns, 0.25μm, 0.25mm I.D., 30m length","Thermo Fisher Scientific","GC Column","","","30m","0.25mm","5% Phenyl Polysiloxane","","active"
"UNKN-24218-U","24218-U","SPB®-Octyl Capillary GC Column L × I.D. 30 m × 0.25 mm, df 0.25 μm","Merck","GC Column","","","30 m","0.25 mm","SPB-Octyl","","active"
"UNKN-24133-U","24133-U","Petrocol® DH 50.2 Capillary GC Column L × I.D. 50 m × 0.20 mm, df 0.50 μm","Merck","GC Column","","","50 m","0.20 mm","Petrocol DH 50.2","","active"
"UNKN-24160-U","24160-U","Petrocol DH Capillary GC Column L × I.D. 100 m × 0.25 mm, df 0.50 μm","Merck","GC Column","","","100 m","0.25 mm","Petrocol DH","","active"
"UNKN-24155","24155","Petrocol DH 150 Capillary GC Column L × I.D. 150 m × 0.25 mm, df 1.00 μm","Merck","GC Column","","","150 m","0.25 mm","Petrocol DH 150","","active"
"UNKN-24158","24158","SPB-1 SULFUR Capillary GC Column L × I.D. 30 m × 0.32 mm, df 4.00 μm","Merck","GC Column","","","30 m","0.32 mm","SPB-1 SULFUR","","active"
"UNKN-28039-U","28039-U","Equity®-1 Capillary GC Column L × I.D. 15 m × 0.10 mm, df 0.10 μm","Merck","GC Column","","","15 m","0.10 mm","Equity-1","","active"
"UNKN-28046-U","28046-U","Equity-1 Capillary GC Column L × I.D. 30 m × 0.25 mm, df 0.25 μm","Merck","GC Column","","","30 m","0.25 mm","Equity-1","","active"
"UNKN-28047-U","28047-U","Equity-1 Capillary GC Column L × I.D. 60 m × 0.25 mm, df 0.25 μm","Merck","GC Column","","","60 m","0.25 mm","Equity-1","","active"
"UNKN-28055-U","28055-U","Equity-1 Capillary GC Column L × I.D. 30 m × 0.32 mm, df 0.25 μm","Merck","GC Column","","","30 m","0.32 mm","Equity-1","","active"
"UNKN-24028","24028","SPB-1 Capillary GC Column L × I.D. 30 m × 0.25 mm, df 0.25 μm","Merck","GC Column","","","30 m","0.25 mm","SPB-1","","active"
"UNKN-24044","24044","SPB-1 Capillary GC Column L × I.D. 30 m × 0.32 mm, df 0.25 μm","Merck","GC Column","","","30 m","0.32 mm","SPB-1","","active"
"UNKN-24045-U","24045-U","SPB-1 Capillary GC Column L × I.D. 30 m × 0.32 mm, df 1.00 μm","Merck","GC Column","","","30 m","0.32 mm","SPB-1","","active"
"UNKN-24047","24047","SPB-1 Capillary GC Column L × I.D. 60 m × 0.32 mm, df 1.00 μm","Merck","GC Column","","","60 m","0.32 mm","SPB-1","","active"
"UNKN-25303","25303","SPB-1 Capillary GC Column L × I.D. 30 m × 0.53 mm, df 1.50 μm","Merck","GC Column","","","30 m","0.53 mm","SPB-1","","active"
"UNKN-25341-U","25341-U","SPB-1 Capillary GC Column L × I.D. 30 m × 0.53 mm, df 3.00 μm","Merck","GC Column","","","30 m","0.53 mm","SPB-1","","active"
"UNKN-25345-U","25345-U","SPB-1 Capillary GC Column L × I.D. 30 m × 0.53 mm, df 5.00 μm","Merck","GC Column","","","30 m","0.53 mm","SPB-1","","active"
"UNKN-28465-U","28465-U","SLB®-5ms Capillary GC Column L × I.D. 10 m × 0.10 mm, df 0.10 μm","Merck","GC Column","","","10 m","0.10 mm","SLB-5ms","","active"
"UNKN-28466-U","28466-U","SLB-5ms Capillary GC Column L × I.D. 15 m × 0.10 mm, df 0.10 μm","Merck","GC Column","","","15 m","0.10 mm","SLB-5ms","","active"
"UNKN-28564-U","28564-U","SLB-5ms Capillary GC Column L × I.D. 20 m × 0.18 mm, df 0.18 μm","Merck","GC Column","","","20 m","0.18 mm","SLB-5ms","","active"
"UNKN-28576-U","28576-U","SLB-5ms Capillary GC Column L × I.D. 20 m × 0.18 mm, df 0.36 μm","Merck","GC Column","","","20 m","0.18 mm","SLB-5ms","","active"
"UNKN-28471-U","28471-U","SLB-5ms Capillary GC Column L × I.D. 30 m × 0.25 mm, df 0.25 μm","Merck","GC Column","","","30 m","0.25 mm","SLB-5ms","","active"
"UNKN-28472-U","28472-U","SLB-5ms Capillary GC Column L × I.D. 60 m × 0.25 mm, df 0.25 μm","Merck","GC Column","","","60 m","0.25 mm","SLB-5ms","","active"
"UNKN-28482-U","28482-U","SLB-5ms Capillary GC Column L × I.D. 30 m × 0.32 mm, df 0.25 μm","Merck","GC Column","","","30 m","0.32 mm","SLB-5ms","","active"
"UNKN-28668-U*","28668-U*","MET-Biodiesel Capillary GC Column L × I.D. 14 m × 0.53 mm, df 0.16 μm","Merck","GC Column","","","14 m","0.53 mm","MET-Biodiesel","","active"
"UNKN-25003","25003","HT-5 (aluminum clad) Capillary GC Column L × I.D. 25 m × 0.32 mm, df 0.10 μm","Merck","GC Column","","","25 m","0.32 mm","HT-5 (aluminum clad)","","active"
"UNKN-24277","24277","PTA-5 Capillary GC Column L × I.D. 30 m × 0.25 mm, df 0.50 μm","Merck","GC Column","","","30 m","0.25 mm","PTA-5","","active"
"UNKN-25439","25439","PTA-5 Capillary GC Column L × I.D. 30 m × 0.53 mm, df 3.00 μm","Merck","GC Column","","","30 m","0.53 mm","PTA-5","","active"
"UNKN-24156","24156","SAC™-5 Capillary GC Column L × I.D. 30 m × 0.25 mm, df 0.25 μm","Merck","GC Column","","","30 m","0.25 mm","SAC-5","","active"
"UNKN-28089-U","28089-U","Equity-5 Capillary GC Column L × I.D. 30 m × 0.25 mm, df 0.25 μm","Merck","GC Column","","","30 m","0.25 mm","Equity-5","","active"
"UNKN-28090-U","28090-U","Equity-5 Capillary GC Column L × I.D. 60 m × 0.25 mm, df 0.25 μm","Merck","GC Column","","","60 m","0.25 mm","Equity-5","","active"
"UNKN-28092-U","28092-U","Equity-5 Capillary GC Column L × I.D. 30 m × 0.25 mm, df 0.50 μm","Merck","GC Column","","","30 m","0.25 mm","Equity-5","","active"
"UNKN-28097-U","28097-U","Equity-5 Capillary GC Column L × I.D. 30 m × 0.32 mm, df 0.25 μm","Merck","GC Column","","","30 m","0.32 mm","Equity-5","","active"
"UNKN-28279-U","28279-U","Equity-5 Capillary GC Column L × I.D. 30 m × 0.53 mm, df 5.00 μm","Merck","GC Column","","","30 m","0.53 mm","Equity-5","","active"
"UNKN-24166","24166","SPB-5 Capillary GC Column L × I.D. 30 m × 0.20 mm, df 0.20 μm","Merck","GC Column","","","30 m","0.20 mm","SPB-5","","active"
"UNKN-24034","24034","SPB-5 Capillary GC Column L × I.D. 30 m × 0.25 mm, df 0.25 μm","Merck","GC Column","","","30 m","0.25 mm","SPB-5","","active"
"UNKN-24101-U","24101-U","SPB-5 Capillary GC Column L × I.D. 15 m × 0.32 mm, df 0.25 μm","Merck","GC Column","","","15 m","0.32 mm","SPB-5","","active"
"UNKN-24048","24048","SPB-5 Capillary GC Column L × I.D. 30 m × 0.32 mm, df 0.25 μm","Merck","GC Column","","","30 m","0.32 mm","SPB-5","","active"
"UNKN-25317","25317","SPB-5 Capillary GC Column L × I.D. 30 m × 0.53 mm, df 0.50 μm","Merck","GC Column","","","30 m","0.53 mm","SPB-5","","active"
"UNKN-25305-U","25305-U","SPB-5 Capillary GC Column L × I.D. 30 m × 0.53 mm, df 1.50 μm","Merck","GC Column","","","30 m","0.53 mm","SPB-5","","active"
"UNKN-25347","25347","SPB-5 Capillary GC Column L × I.D. 30 m × 0.53 mm, df 5.00 μm","Merck","GC Column","","","30 m","0.53 mm","SPB-5","","active"
"UNKN-25351","25351","SPB-5 Capillary GC Column L × I.D. 60 m × 0.53 mm, df 5.00 μm","Merck","GC Column","","","60 m","0.53 mm","SPB-5","","active"
"UNKN-28662-U","28662-U","SPB-624 Capillary GC Column L × I.D. 20 m × 0.18 mm, df 1.00 μm","Merck","GC Column","","","20 m","0.18 mm","SPB-624","","active"
"UNKN-24255","24255","SPB®-624 Capillary GC Column L × I.D. 30 m × 0.25 mm, df 1.40 μm","Merck","GC Column","","","30 m","0.25 mm","SPB-624","","active"
"UNKN-24256","24256","SPB-624 Capillary GC Column L × I.D. 60 m × 0.25 mm, df 1.40 μm","Merck","GC Column","","","60 m","0.25 mm","SPB-624","","active"
"UNKN-24251","24251","SPB-624 Capillary GC Column L × I.D. 60 m × 0.32 mm, df 1.80 μm","Merck","GC Column","","","60 m","0.32 mm","SPB-624","","active"
"UNKN-25430","25430","SPB-624 Capillary GC Column L × I.D. 30 m × 0.53 mm, df 3.00 μm","Merck","GC Column","","","30 m","0.53 mm","SPB-624","","active"
"UNKN-25432","25432","SPB-624 Capillary GC Column L × I.D. 75 m × 0.53 mm, df 3.00 μm","Merck","GC Column","","","75 m","0.53 mm","SPB-624","","active"
"UNKN-25396","25396","OVI-G43 Capillary GC Column L × I.D. 30 m × 0.53 mm, df 3.00 μm","Merck","GC Column","","","30 m","0.53 mm","OVI-G43","","active"
"UNKN-28463-U","28463-U","VOCOL® Capillary GC Column L × I.D. 20 m × 0.18 mm, df 1.00 μm","Merck","GC Column","","","20 m","0.18 mm","VOCOL","","active"
"UNKN-24205-U","24205-U","VOCOL Capillary GC Column L × I.D. 30 m × 0.25 mm, df 1.50 μm","Merck","GC Column","","","30 m","0.25 mm","VOCOL","","active"
"UNKN-24154","24154","VOCOL Capillary GC Column L × I.D. 60 m × 0.25 mm, df 1.50 μm","Merck","GC Column","","","60 m","0.25 mm","VOCOL","","active"
"UNKN-24217-U","24217-U","VOCOL Capillary GC Column L × I.D. 60 m × 0.32 mm, df 1.80 μm","Merck","GC Column","","","60 m","0.32 mm","VOCOL","","active"
"UNKN-24157","24157","VOCOL Capillary GC Column L × I.D. 60 m × 0.32 mm, df 3.00 μm","Merck","GC Column","","","60 m","0.32 mm","VOCOL","","active"
"UNKN-25320-U","25320-U","VOCOL Capillary GC Column L × I.D. 30 m × 0.53 mm, df 3.00 μm","Merck","GC Column","","","30 m","0.53 mm","VOCOL","","active"
"UNKN-25381","25381","VOCOL Capillary GC Column L × I.D. 60 m × 0.53 mm, df 3.00 μm","Merck","GC Column","","","60 m","0.53 mm","VOCOL","","active"
"UNKN-25358","25358","VOCOL Capillary GC Column L × I.D. 105 m × 0.53 mm, df 3.00 μm","Merck","GC Column","","","105 m","0.53 mm","VOCOL","","active"
"UNKN-24196-U","24196-U","SPB-20 Capillary GC Column L × I.D. 30 m × 0.25 mm, df 1.00 μm","Merck","GC Column","","","30 m","0.25 mm","SPB-20","","active"
"UNKN-28343-U","28343-U","Equity-1701 Capillary GC Column L × I.D. 15 m × 0.10 mm, df 0.10 μm","Merck","GC Column","","","15 m","0.10 mm","Equity-1701","","active"
"UNKN-28372-U","28372-U","Equity-1701 Capillary GC Column L × I.D. 30 m × 0.25 mm, df 0.25 μm","Merck","GC Column","","","30 m","0.25 mm","Equity-1701","","active"
"UNKN-24103-U","24103-U","SPB-608 Capillary GC Column L × I.D. 30 m × 0.25 mm, df 0.25 μm","Merck","GC Column","","","30 m","0.25 mm","SPB-608","","active"
"UNKN-25312","25312","SPB-608 Capillary GC Column L × I.D. 30 m × 0.53 mm, df 0.50 μm","Merck","GC Column","","","30 m","0.53 mm","SPB-608","","active"
"UNKN-24181","24181","SPB-50 Capillary GC Column L × I.D. 30 m × 0.25 mm, df 0.25 μm","Merck","GC Column","","","30 m","0.25 mm","SPB-50","","active"
"UNKN-25445","25445","SPB-1000 Capillary GC Column L × I.D. 30 m × 0.53 mm, df 0.50 μm","Merck","GC Column","","","30 m","0.53 mm","SPB-1000","","active"
"UNKN-24107","24107","Nukol™ Capillary GC Column L × I.D. 30 m × 0.25 mm, df 0.25 μm","Merck","GC Column","","","30 m","0.25 mm","Nukol","","active"
"UNKN-25326","25326","Nukol Capillary GC Column L × I.D. 15 m × 0.53 mm, df 0.50 μm","Merck","GC Column","","","15 m","0.53 mm","Nukol","","active"
"UNKN-25327","25327","Nukol Capillary GC Column L × I.D. 30 m × 0.53 mm, df 0.50 μm","Merck","GC Column","","","30 m","0.53 mm","Nukol","","active"
"UNKN-25353","25353","Carbowax® Amine Capillary GC Column L × I.D. 30 m × 0.53 mm, df 1.00 μm","Merck","GC Column","","","30 m","0.53 mm","Carbowax Amine","","active"
"UNKN-23399-U","23399-U","Omegawax® 100 Capillary GC Column L × I.D. 15 m × 0.10 mm, df 0.10 μm","Merck","GC Column","","","15 m","0.10 mm","Omegawax 100","","active"
"UNKN-24136","24136","Omegawax 250 Capillary GC Column L × I.D. 30 m × 0.25 mm, df 0.25 μm","Merck","GC Column","","","30 m","0.25 mm","Omegawax 250","","active"
"UNKN-24152","24152","Omegawax 320 Capillary GC Column L × I.D. 30 m × 0.32 mm, df 0.25 μm","Merck","GC Column","","","30 m","0.32 mm","Omegawax 320","","active"
"UNKN-24343","24343","SUPELCOWAX® 10 Capillary GC Column L × I.D. 15 m × 0.10 mm, df 0.10 μm","Merck","GC Column","","","15 m","0.10 mm","SUPELCOWAX 10","","active"
"UNKN-24079","24079","SUPELCOWAX 10 Capillary GC Column L × I.D. 30 m × 0.25 mm, df 0.25 μm","Merck","GC Column","","","30 m","0.25 mm","SUPELCOWAX 10","","active"
"UNKN-24081","24081","SUPELCOWAX 10 Capillary GC Column L × I.D. 60 m × 0.25 mm, df 0.25 μm","Merck","GC Column","","","60 m","0.25 mm","SUPELCOWAX 10","","active"
"UNKN-24284","24284","SUPELCOWAX 10 Capillary GC Column L × I.D. 30 m × 0.25 mm, df 0.50 μm","Merck","GC Column","","","30 m","0.25 mm","SUPELCOWAX 10","","active"
"UNKN-24080-U","24080-U","SUPELCOWAX 10 Capillary GC Column L × I.D. 30 m × 0.32 mm, df 0.25 μm","Merck","GC Column","","","30 m","0.32 mm","SUPELCOWAX 10","","active"
"UNKN-24082","24082","SUPELCOWAX 10 Capillary GC Column L × I.D. 60 m × 0.32 mm, df 0.25 μm","Merck","GC Column","","","60 m","0.32 mm","SUPELCOWAX 10","","active"
"UNKN-24084","24084","SUPELCOWAX 10 Capillary GC Column L × I.D. 30 m × 0.32 mm, df 0.50 μm","Merck","GC Column","","","30 m","0.32 mm","SUPELCOWAX 10","","active"
"UNKN-24085-U","24085-U","SUPELCOWAX 10 Capillary GC Column L × I.D. 60 m × 0.32 mm, df 0.50 μm","Merck","GC Column","","","60 m","0.32 mm","SUPELCOWAX 10","","active"
"UNKN-24211","24211","SUPELCOWAX 10 Capillary GC Column L × I.D. 30 m × 0.32 mm, df 1.00 μm","Merck","GC Column","","","30 m","0.32 mm","SUPELCOWAX 10","","active"
"UNKN-24212","24212","SUPELCOWAX 10 Capillary GC Column L × I.D. 60 m × 0.32 mm, df 1.00 μm","Merck","GC Column","","","60 m","0.32 mm","SUPELCOWAX 10","","active"
"UNKN-25325","25325","SUPELCOWAX 10 Capillary GC Column L × I.D. 30 m × 0.53 mm, df 0.50 μm","Merck","GC Column","","","30 m","0.53 mm","SUPELCOWAX 10","","active"
"UNKN-25301-U","25301-U","SUPELCOWAX 10 Capillary GC Column L × I.D. 30 m × 0.53 mm, df 1.00 μm","Merck","GC Column","","","30 m","0.53 mm","SUPELCOWAX 10","","active"
"UNKN-25391","25391","SUPELCOWAX 10 Capillary GC Column L × I.D. 60 m × 0.53 mm, df 1.00 μm","Merck","GC Column","","","60 m","0.53 mm","SUPELCOWAX 10","","active"
"UNKN-25375-U","25375-U","SUPELCOWAX 10 Capillary GC Column L × I.D. 30 m × 0.53 mm, df 2.00 μm","Merck","GC Column","","","30 m","0.53 mm","SUPELCOWAX 10","","active"
"UNKN-25376","25376","SUPELCOWAX 10 Capillary GC Column L × I.D. 60 m × 0.53 mm, df 2.00 μm","Merck","GC Column","","","60 m","0.53 mm","SUPELCOWAX 10","","active"
"UNKN-28880-U","28880-U","SLB®-IL59 Capillary GC Column L × I.D. 15 m × 0.10 mm, df 0.08 μm","Merck","GC Column","","","15 m","0.10 mm","SLB-IL59","","active"
"UNKN-28891-U","28891-U","SLB-IL59 Capillary GC Column L × I.D. 30 m × 0.25 mm, df 0.20 μm","Merck","GC Column","","","30 m","0.25 mm","SLB-IL59","","active"
"UNKN-29505-U","29505-U","SLB-IL60 Capillary GC Column L × I.D. 30 m × 0.25 mm, df 0.20 μm","Merck","GC Column","","","30 m","0.25 mm","SLB-IL60","","active"
"UNKN-29484-U","29484-U","SLB-IL61 Capillary GC Column L × I.D. 15 m × 0.10 mm, df 0.08 μm","Merck","GC Column","","","15 m","0.10 mm","SLB-IL61","","active"
"UNKN-29486-U","29486-U","SLB-IL61 Capillary GC Column L × I.D. 30 m × 0.25 mm, df 0.20 μm","Merck","GC Column","","","30 m","0.25 mm","SLB-IL61","","active"
"REST-19808","19808","ShinCarbon ST Micropacked GC Column, 100/120, 2 m, 1 mm ID, 1/16"" OD, Silco","Restek","GC Column","","","2 m","1 mm","ShinCarbon ST Micropacked GC Column","","active"
"REST-15059","15059","Rtx-200 GC Capillary Column, 105 m, 0.25 mm ID, 1.00 µm","Restek","GC Column","","","105 m","0.25 mm","Rtx-200 GC Capillary Column","","active"
"REST-19723","19723","Rt-Msieve 5A PLOT Column, 30 m, 0.53 mm ID, 50 µm","Restek","GC Column","","","30 m","0.53 mm","Rt-Msieve 5A PLOT Column","","active"
"REST-11800","11800","LPGC Rtx-5ms Column Kit, 0.53 mm ID","Restek","GC Column","","","5 m","0.53 mm","LPGC Rtx- s Column Kit","","active"
"REST-13623","13623","Rxi-5Sil MS GC Capillary Column, 30 m, 0.25 mm ID, 0.25 µm","Restek","GC Column","","","30 m","0.25 mm","Rxi-5Sil MS GC Capillary Column","","active"
"REST-70655","70655","MXT-WAX GC Metal Capillary Column, 30 m, 0.53 mm ID, 1.00 µm","Restek","GC Column","","","30 m","0.53 mm","MXT-WAX GC Metal Capillary Column","","active"
"REST-70112","70112","MXT-1HT SimDist GC Metal Capillary Column, 5 m, 0.53 mm ID, 0.10 µm, 11-Pin Cage","Restek","GC Column","","","5 m","0.53 mm","MXT-1HT SimDist GC Metal Capillary Column","","active"
"REST-16620","16620","Rxi-SVOCms GC Capillary Column, 15 m, 0.25 mm ID, 0.25 µm","Restek","GC Column","","","15 m","0.25 mm","Rxi-SVOCms GC Capillary Column","","active"
"REST-13868","13868","Rxi-624Sil MS GC Capillary Column, 30 m, 0.25 mm ID, 1.40 µm","Restek","GC Column","","","30 m","0.25 mm","Rxi-624Sil MS GC Capillary Column","","active"
"REST-16623","16623","Rxi-SVOCms GC Capillary Column, 30 m, 0.25 mm ID, 0.25 µm","Restek","GC Column","","","30 m","0.25 mm","Rxi-SVOCms GC Capillary Column","","active"
"REST-13876","13876","Rxi-LAO GC Capillary Column, 60 m x 0.25 mm ID x 1.4 µm","Restek","GC Column","","","60 m","0.25 mm","Rxi-LAO GC Capillary Column","","active"
"REST-19742","19742","Rt-Q-BOND PLOT Column, 30 m, 0.53 mm ID, 20 µm","Restek","GC Column","","","30 m","0.53 mm","Rt-Q-BOND PLOT Column","","active"
"REST-11803","11803","LPGC Rxi-624Sil MS Column Kit, 0.53 mm ID","Restek","GC Column","","","","0.53 mm","LPGC Rxi-624Sil MS Column Kit","","active"
"REST-11802","11802","LPGC Rtx-5ms Column Kit, 0.32 mm ID","Restek","GC Column","","","5 m","0.32 mm","LPGC Rtx- s Column Kit","","active"
"REST-11804","11804","LPGC Rxi-624Sil MS Column Kit, 0.32 mm ID","Restek","GC Column","","","","0.32 mm","LPGC Rxi-624Sil MS Column Kit","","active"
"REST-70968","70968","MXT-624 GC Metal Capillary Column, 30 m, 0.25 mm ID, 1.40 µm","Restek","GC Column","","","30 m","0.25 mm","MXT-624 GC Metal Capillary Column","","active"
"REST-77008","77008","MXT-65TG GC Metal Capillary Column, 30 m, 0.25 mm ID, 0.10 µm","Restek","GC Column","","","30 m","0.25 mm","MXT-65TG GC Metal Capillary Column","","active"
"REST-80480-800","80480-800","Molesieve 13X Packed GC Column, 60/80, 2 m, 2 mm ID, General Configuration","Restek","GC Column","","","2 m","2 mm","Molesieve 13X Packed GC Column","","active"
"REST-10640","10640","Stabilwax GC Capillary Column, 30 m, 0.53 mm ID, 0.50 µm","Restek","GC Column","","","30 m","0.53 mm","Stabilwax GC Capillary Column","","active"
"REST-75088","75088","MXT-200 GC Metal Capillary Column, 60 m, 0.53 mm ID, 3.00 µm","Restek","GC Column","","","60 m","0.53 mm","MXT-200 GC Metal Capillary Column","","active"
"REST-70910","70910","MXT-502.2 GC Metal Capillary Column, 105 m, 0.53 mm ID, 3.00 µm","Restek","GC Column","","","105 m","0.53 mm","MXT-502.2 GC Metal Capillary Column","","active"
"REST-70669","70669","MXT-WAX GC Metal Capillary Column, 30 m, 0.53 mm ID, 1.50 µm","Restek","GC Column","","","30 m","0.53 mm","MXT-WAX GC Metal Capillary Column","","active"
"REST-10180","10180","Rtx-1 GC Capillary Column, 60 m, 0.32 mm ID, 5.00 µm","Restek","GC Column","","","60 m","0.32 mm","Rtx-1 GC Capillary Column","","active"
"REST-10254-125","10254-125","Rtx-5 GC Capillary Column, 30 m, 0.32 mm ID, 1.00 µm with 5 m Integra-Guard Column","Restek","GC Column","","","30 m","0.32 mm","Rtx-5 GC Capillary Column","","active"
"REST-41204","41204","Rtx-5 GC Capillary Column, 20 m, 0.10 mm ID, 0.40 µm","Restek","GC Column","","","20 m","0.10 mm","Rtx-5 GC Capillary Column","","active"
