productId,partNumber,brand,name
THER-22105,22105,Thermo Fisher Scientific,"HyPURITY™ C18 HPLC Columns, 3μm Particle Size 10 mm"
THER-083242,083242,Thermo Fisher Scientific,"Acclaim™ Trinity Q1 LC Columns"
THER-079719,079719,Thermo Fisher Scientific,"Acclaim™ Trinity Q1 LC Columns 3 mm"
THER-303152,303152,Thermo Fisher Scientific,"Dionex™ IonPac™ AS32-Fast-4μm Analytical and Guard Columns 30 mm"
THER-088438,088438,Thermo Fisher Scientific,"Dionex™ IonPac™ AS27 Analytical and Guard Columns"
THER-35003,35003,Thermo Fisher Scientific,"Hypercarb™ Porous Graphitic Carbon HPLC Columns 10 mm"
THER-302754,302754,Thermo Fisher Scientific,"Dionex™ IonPac™ AS16-4μm Analytical, Capillary, and Guard IC Columns 4 mm"
THER-043182,043182,Thermo Fisher Scientific,"Dionex™ IonPac™ AS3 Analytical & Guard Anion-Exchange Columns"
THER-303148,303148,Thermo Fisher Scientific,"Dionex™ IonPac™ AS31 Analytical and Guard Columns 50 mm"
THER-302834,302834,Thermo Fisher Scientific,"Dionex™ IonPac™ AS29-Fast-4μm Analytical and Guard IC Columns 30 mm"
THER-26050,26050,Thermo Fisher Scientific,"GuardGOLD™ Capillary Columns 10 m"
THER-27006,27006,Thermo Fisher Scientific,"UHPLC Filters UHPLC Direct Connect Filter Holder"
THER-088750,088750,Thermo Fisher Scientific,"Dionex™ IonPac™ AS28-Fast-4μm IC Columns"
THER-302758,302758,Thermo Fisher Scientific,"Dionex™ IonPac™ AS16-4μm Analytical, Capillary, and Guard IC Columns 0.4 mm"
THER-088752,088752,Thermo Fisher Scientific,"Dionex™ IonPac™ AS28-Fast-4μm IC Columns"
THER-70005,70005,Thermo Fisher Scientific,"BetaSil™ Silica Guard Cartridges 2.1 mm"
THER-043186,043186,Thermo Fisher Scientific,"Dionex™ IonPac™ AS9-SC IC Columns"
THER-088489,088489,Thermo Fisher Scientific,"Dionex™ IonPac™ AS22-Fast-4μm IC Columns 30 mm"
THER-083221,083221,Thermo Fisher Scientific,"Dionex™ IonPac™ AS19-4μm IC Columns 50 mm"
THER-083244,083244,Thermo Fisher Scientific,"Acclaim™ Trinity Q1 LC Columns"
THER-70205,70205,Thermo Fisher Scientific,"BetaSil™ C8 Guard Cartridges 4 or 4.6 mm"
THER-302556,302556,Thermo Fisher Scientific,"Dionex™ IonPac™ AS23-4μm Analytical and Guard Columns"
THER-088748,088748,Thermo Fisher Scientific,"Dionex™ IonPac™ AS28-Fast-4μm IC Columns"
THER-062966,062966,Thermo Fisher Scientific,"Dionex™ IonPac™ Fast Anion IIIA Analytical & Guard Columns 50 mm"
THER-088440,088440,Thermo Fisher Scientific,"Dionex™ IonPac™ AS27 Guard Column, 2 mm, 50 mm"
THER-22180TS,22180TS,Thermo Fisher Scientific,"UHPLC Filters 2.1 mm I.D. Replacement Filter Cartridge, 0.2 μm"
THER-076035,076035,Thermo Fisher Scientific,"Dionex™ IonPac™ AS18-Fast-4μm IC Columns"
THER-303160,303160,Thermo Fisher Scientific,"Dionex™ IonPac™ AS30 Analytical and Guard IC Columns"
THER-037042,037042,Thermo Fisher Scientific,"Dionex™ IonPac™ AS4A Analytical & Guard Anion-Exchange Columns 50 mm"
THER-60209-001,60209-001,Thermo Fisher Scientific,"SOLA & SOLAµ HRP SPE Cartridges and Well Plates"
THER-60309-001,60309-001,Thermo Fisher Scientific,"SOLA™ SPE Plates"
THER-60109-001,60109-001,Thermo Fisher Scientific,"SOLA & SOLAµ HRP SPE Cartridges and Well Plates"
THER-60107-201,60107-201,Thermo Fisher Scientific,"HyperSep Retain PEP SPE Cartridges"
THER-60107-202,60107-202,Thermo Fisher Scientific,"HyperSep Retain PEP SPE Cartridges"
THER-60107-203,60107-203,Thermo Fisher Scientific,"HyperSep™ Retain PEP Cartridges"
THER-60107-208,60107-208,Thermo Fisher Scientific,"HyperSep Retain PEP SPE Cartridges"
THER-60107-217,60107-217,Thermo Fisher Scientific,"HyperSep™ Retain PEP Cartridges"
THER-60107-207,60107-207,Thermo Fisher Scientific,"HyperSep™ Retain PEP Cartridges"
THER-60107-209,60107-209,Thermo Fisher Scientific,"HyperSep™ Retain PEP Cartridges"
THER-60107-211,60107-211,Thermo Fisher Scientific,"HyperSep™ Retain PEP Cartridges 150 mg"
THER-60107-204,60107-204,Thermo Fisher Scientific,"HyperSep™ Retain PEP Cartridges"
THER-60107-212,60107-212,Thermo Fisher Scientific,"HyperSep™ Retain PEP Cartridges"
THER-60107-205,60107-205,Thermo Fisher Scientific,"Thermo Scientific™ HyperSep™ Retain PEP Cartridges"
THER-60107-206,60107-206,Thermo Fisher Scientific,"HyperSep™ Retain PEP Cartridges"
THER-60107-219,60107-219,Thermo Fisher Scientific,"HyperSep Retain PEP SPE Cartridges"
THER-60107-215,60107-215,Thermo Fisher Scientific,"HyperSep™ Retain PEP Cartridges 1000 mg"
THER-60107-218,60107-218,Thermo Fisher Scientific,"HyperSep™ Retain PEP Cartridges"
THER-60107-214,60107-214,Thermo Fisher Scientific,"HyperSep™ Retain PEP Cartridge, 2g bed weight, 25mL column volume"
THER-60306-207,60306-207,Thermo Fisher Scientific,"HyperSep™ Retain PEP Plates"
THER-60306-208,60306-208,Thermo Fisher Scientific,"HyperSep™ Retain PEP Plates"
THER-60303-207,60303-207,Thermo Fisher Scientific,"HyperSep™ Retain PEP Plates (具体型号为 Retain PEP 30 mg/1 mL 96 Removable Well Plate, 1 pk)"
THER-60303-208,60303-208,Thermo Fisher Scientific,"Retain PEP 96 Well Plates"
THER-60108-376,60108-376,Thermo Fisher Scientific,"HyperSep™ C18 Cartridges"
THER-60108-390,60108-390,Thermo Fisher Scientific,"HyperSep™ C18 Cartridges"
THER-60108-302,60108-302,Thermo Fisher Scientific,"HyperSep™ C18 Cartridges"
THER-60108-765,60108-765,Thermo Fisher Scientific,"HyperSep™ C18 Cartridges"
THER-60108-303,60108-303,Thermo Fisher Scientific,"HyperSep™ C18 Cartridges"
THER-60108-304,60108-304,Thermo Fisher Scientific,"HyperSep™ C18 Cartridges"
THER-60108-305,60108-305,Thermo Fisher Scientific,"HyperSep™ C18 Cartridges"
THER-60108-786,60108-786,Thermo Fisher Scientific,"Thermo Scientific™ HyperSep™ C18 Cartridges"
THER-60108-301,60108-301,Thermo Fisher Scientific,"HyperSep™ C18 Cartridges"
THER-60108-776,60108-776,Thermo Fisher Scientific,"HyperSep™ C18 Cartridges"
THER-60108-701,60108-701,Thermo Fisher Scientific,"HyperSep™ C18 Cartridges"
THER-60108-780,60108-780,Thermo Fisher Scientific,"HyperSep™ C18 Cartridges"
THER-60108-702,60108-702,Thermo Fisher Scientific,"HyperSep™ C18 Cartridges 5000 mg"
THER-60108-703,60108-703,Thermo Fisher Scientific,"HyperSep™ C18 Cartridges"
THER-60307-201,60307-201,Thermo Fisher Scientific,"HyperSep C18 96 Fixed/Removable Well Plates"
THER-60300-425,60300-425,Thermo Fisher Scientific,"HyperSep™ C18 Plates"
THER-60307-202,60307-202,Thermo Fisher Scientific,"HyperSep C18 96 Fixed/Removable Well Plates"
THER-60300-426,60300-426,Thermo Fisher Scientific,"HyperSep™ C18 Plates (96-Well Plate, 25 mg)"
THER-60307-203,60307-203,Thermo Fisher Scientific,"HyperSep™ C18 Plates"
THER-60300-427,60300-427,Thermo Fisher Scientific,"HyperSep C18 96 Fixed/Removable Well Plates"
THER-60307-204,60307-204,Thermo Fisher Scientific,"HyperSep™ C18 Plates 96 Fixed Well Plate"
THER-60300-428,60300-428,Thermo Fisher Scientific,"HyperSep™ C18 Plates"
THER-60307-211,60307-211,Thermo Fisher Scientific,"HyperSep™ C8 Plates"
THER-60307-212,60307-212,Thermo Fisher Scientific,"HyperSep™ C8 Plates"
THER-60307-213,60307-213,Thermo Fisher Scientific,"HyperSep™ C8 Plates (50 mg, 2 mL)"
THER-60307-214,60307-214,Thermo Fisher Scientific,"HyperSep™ C8 96-Well Plate, bed weight 100mg/2mL"
THER-60307-221,60307-221,Thermo Fisher Scientific,"HyperSep Phenyl 96 Fixed/Removable Well Plates"
THER-70005-012106,70005-012106,Thermo Fisher Scientific,"Thermo Fisher Scientific|Chromatography Supply Guard Columns, SPE Cartridges and Plates 70005-012106"
THER-083241,083241,Thermo Fisher Scientific,"Thermo Fisher Scientific|Chromatography Supply Guard Columns, SPE Cartridges and Plates 083241"
THER-26050-1053,26050-1053,Thermo Fisher Scientific,"GuardGOLD™ Capillary Columns (10 m L; 0.53 mm Nominal ID)"
THER-26050-1032,26050-1032,Thermo Fisher Scientific,"Thermo Fisher Scientific|Chromatography Supply Guard Columns, SPE Cartridges and Plates 26050-1032"
THER-26050-1025,26050-1025,Thermo Fisher Scientific,"Thermo Fisher Scientific|Chromatography Supply Guard Columns, SPE Cartridges and Plates 26050-1025"
THER-26050-0553,26050-0553,Thermo Fisher Scientific,"Thermo Fisher Scientific|Chromatography Supply Guard Columns, SPE Cartridges and Plates 26050-0553"
THER-26050-0532,26050-0532,Thermo Fisher Scientific,"Thermo Fisher Scientific|Chromatography Supply Guard Columns, SPE Cartridges and Plates 26050-0532"
THER-26050-0525,26050-0525,Thermo Fisher Scientific,"Thermo Fisher Scientific|Chromatography Supply Guard Columns, SPE Cartridges and Plates 26050-0525"
THER-26050-0253,26050-0253,Thermo Fisher Scientific,"Thermo Fisher Scientific|Chromatography Supply Guard Columns, SPE Cartridges and Plates 26050-0253"
THER-26050-0232,26050-0232,Thermo Fisher Scientific,"Thermo Fisher Scientific|Chromatography Supply Guard Columns, SPE Cartridges and Plates 26050-0232"
THER-26050-0225,26050-0225,Thermo Fisher Scientific,"Thermo Fisher Scientific|Chromatography Supply Guard Columns, SPE Cartridges and Plates 26050-0225"
THER-70005-014001,70005-014001,Thermo Fisher Scientific,"Thermo Fisher Scientific|Chromatography Supply Guard Columns, SPE Cartridges and Plates 70005-014001"
THER-70005-012101,70005-012101,Thermo Fisher Scientific,"BetaSil™ Silica Guard Cartridges"
