productId,partNumber,brand,name,catalogUrl
246205,ACE-123-0102GD,Avantor,ACE® Guard Cartridge C4 5µm,
246206,ACE-124-0102GD,Avantor,ACE® Guard Cartridge CN 5µm,
246207,ACE-125-0102GD,Avantor,ACE® Guard Cartridge Phenyl 5µm,
246208,ACE-126-0102GD,Avantor,ACE® Guard Cartridge AQ 5µm,
246209,ACE-127-0102GD,Avantor,ACE® Guard Cartridge Sil 5µm,
246210,ACE-121-0103GD,Avantor,ACE® Guard Cartridge C18 5µm,
246211,ACE-122-0103GD,Avantor,ACE® Guard Cartridge C8 5µm,
246212,ACE-123-0103GD,Avantor,ACE® Guard Cartridge C4 5µm,
246213,ACE-124-0103GD,Avantor,ACE® Guard Cartridge CN 5µm,
246214,ACE-125-0103GD,Avantor,ACE® Guard Cartridge Phenyl 5µm,
246215,ACE-126-0103GD,Avantor,ACE® Guard Cartridge AQ 5µm,
246216,ACE-127-0103GD,Avantor,ACE® Guard Cartridge Sil 5µm,
