productId,partNumber,brand,name
"PHEN-00A-4252-E0","00A-4252-E0","Phenomenex","Luna 5 µm C18(2) 100 Å, LC Column 100 x 4.6 mm"
"PHEN-00D-4252-E0","00D-4252-E0","Phenomenex","Luna 5 µm C18(2) 100 Å, LC Column 100 x 4.6 mm, Ea"
"PHEN-AR0-9551-13","AR0-9551-13","Phenomenex","Verex Vial Kit, Storage 20mL screw, Amber 51, w/Caps 24-400 wht, PTFE/Urethane, closed, 1000/Pk"
"PHEN-AR0-3910-12","AR0-3910-12","Phenomenex","Verex Vial, 9mm Screw, 2mL, Clear 33, w/ Patch, 100/Pk"
"PHEN-AR0-3900-12","AR0-3900-12","Phenomenex","Verex Vial, 9mm Screw, 2mL, Clear 33, No Patch, 100/Pk"
"PHEN-AR0-3700-13","AR0-3700-13","Phenomenex","Verex Vial, Crimp, 2mL, Clear 33, No Patch, 1000/Pk"
"PHEN-AR0-37K1-13","AR0-37K1-13","Phenomenex","Verex Vial, Crimp, 2mL, Wide Mouth, Amber 51, No Patch, 1000/Pk"
"PHEN-AR0-3700-12","AR0-3700-12","Phenomenex","Verex Vial, Crimp, 2mL, Clear 33, No Patch, 100/Pk"
"PHEN-AV8500-0","AV8500-0","Phenomenex","10mL Precision Thread Headspace-Vial, 46 x 22.5mm, Clear Glass, 100/Pk"
"PHEN-AR0-32H1-13","AR0-32H1-13","Phenomenex","Verex Headspace Vial, 23x46mm, 10mL, 18 mm Screw, Round Bottom, Amber 51, No Patch, 1000/Pk"
"PHEN-AR0-3220-12","AR0-3220-12","Phenomenex","Verex Headspace Vial, 23x46mm, 10mL, Beveled Edge, Flat Bottom, Clear 33, No Patch, 100/Pk"
"PHEN-AJ0-7511","AJ0-7511","Phenomenex","SecurityGuard Cartridges, AQ C18 4 x 3.0mm ID, 10/Pk"
"PHEN-AJ0-4299","AJ0-4299","Phenomenex","SecurityGuard Cartridges, C1 4 x 3.0mm ID, 10/Pk"
"PHEN-AJ0-6074","AJ0-6074","Phenomenex","SecurityGuard Cartridges, C12 4 x 3.0mm ID, 10/Pk"
"PHEN-AJ0-4286","AJ0-4286","Phenomenex","SecurityGuard Cartridges, C18 4 x 2.0mm ID, 10/Pk"
"PHEN-AJ0-4293","AJ0-4293","Phenomenex","SecurityGuard Cartridges, C5 4 x 3.0mm ID, 10/Pk"
"PHEN-AJ0-4289","AJ0-4289","Phenomenex","SecurityGuard Cartridges, C8 4 x 2.0mm ID, 10/Pk"
"PHEN-AJ0-4304","AJ0-4304","Phenomenex","SecurityGuard Cartridges, CN 4 x 2.0mm ID, 10/Pk"
"PHEN-AJ0-4491","AJ0-4491","Phenomenex","SecurityGuard Cartridges, Carbo-Ag 4 x 3.0mm ID, 10/Pk"
"PHEN-AJ0-4493","AJ0-4493","Phenomenex","SecurityGuard Cartridges, Carbo-Ca 4 x 3.0mm ID, 10/Pk"
"PHEN-AJ0-4490","AJ0-4490","Phenomenex","SecurityGuard Cartridges, Carbo-H 4 x 3.0mm ID, 10/Pk"
"PHEN-AJ0-4492","AJ0-4492","Phenomenex","SecurityGuard Cartridges, Carbo-Pb 4 x 3.0mm ID, 10/Pk"
"PHEN-AJ0-7556","AJ0-7556","Phenomenex","SecurityGuard Cartridges, Fusion-RP 4 x 2.0mm ID, 10/Pk"
"PHEN-AJ0-4487","AJ0-4487","Phenomenex","SecurityGuard Cartridges, GFC-2000 4 x 3.0mm ID, 10/Pk"
"PHEN-AJ0-4488","AJ0-4488","Phenomenex","SecurityGuard Cartridges, GFC 3000 4 x 3.0mm ID, 10/Pk"
"PHEN-AJ0-8590","AJ0-8590","Phenomenex","SecurityGuard PREP Cartridge, GFC-4000, 15 x 21.2mm ID, Ea"
"PHEN-AJ0-7597","AJ0-7597","Phenomenex","SecurityGuard Cartridges, Gemini C18 4 x 3.0mm ID, 10/Pk"
"PHEN-AJ0-4301","AJ0-4301","Phenomenex","SecurityGuard Cartridges, NH2 4 x 2.0mm ID, 10/Pk"
"PHEN-AJ0-8135","AJ0-8135","Phenomenex","SecurityGuard Cartridges, Clarity Oligo-RP 4 x 3.0mm ID, 10/Pk"
"PHEN-AJ0-4350","AJ0-4350","Phenomenex","SecurityGuard Cartridges, Phenyl 4 x 2.0mm ID, 10/Pk"
"PHEN-AJ0-6076","AJ0-6076","Phenomenex","SecurityGuard Cartridges, Polar-RP 4 x 3.0mm ID, 10/Pk"
"PHEN-AJ0-5809","AJ0-5809","Phenomenex","SecurityGuard Cartridges, RP-1 4 x 3.0mm ID, 10/Pk"
"PHEN-AJ0-4311","AJ0-4311","Phenomenex","SecurityGuard Cartridges, SAX 4 x 3.0mm ID, 10/Pk"
"PHEN-AJ0-4307","AJ0-4307","Phenomenex","SecurityGuard Cartridges, SCX 4 x 2.0mm ID, 10/Pk"
"PHEN-AJ0-4348","AJ0-4348","Phenomenex","SecurityGuard Cartridges, Silica 4 x 3.0mm ID, 10/Pk"
"PHEN-AJ0-8768","AJ0-8768","Phenomenex","SecurityGuard ULTRA Cartridges, UHPLC C18 4.6mm ID Columns, 3/Pk"
"PHEN-AJ0-8770","AJ0-8770","Phenomenex","SecurityGuard ULTRA Cartridges, UHPLC C8 4.6mm ID Columns, 3/Pk"
"PHEN-AJ0-8786","AJ0-8786","Phenomenex","SecurityGuard ULTRA Cartridges, UHPLC HILIC 2.1mm ID Columns, 3/Pk"
"PHEN-AJ0-8787","AJ0-8787","Phenomenex","SecurityGuard ULTRA Cartridges, UHPLC PFP 2.1mm ID Columns, 3/Pk"
"PHEN-AJ0-8788","AJ0-8788","Phenomenex","SecurityGuard ULTRA Cartridges, UHPLC Phenyl 2.1mm ID Columns, 3/Pk"
"PHEN-AJ0-4320","AJ0-4320","Phenomenex","SecurityGuard Cartridges, Widepore C18 4 x 2.0mm ID, 10/Pk"
"PHEN-AJ0-4329","AJ0-4329","Phenomenex","SecurityGuard Cartridges, Widepore C4 4 x 2.0mm ID, 10/Pk"
"PHEN-AJ0-4327","AJ0-4327","Phenomenex","SecurityGuard Cartridges, Widepore C5 4 x 3.0mm ID, 10/Pk"
