productId,partNumber,brand,name
"PHEN-AF0-2202-12","AF0-2202-12","Phenomenex","Phenex-PTFE 15mm Syringe Filters 0.2u,, Non-Sterile, Luer/Slip, 100/Pk"
"PHEN-AF0-8208-52","AF0-8208-52","Phenomenex","Phenex-PES Syringe Filters, 28 mm dia., 0.2 µm, Non-Sterile, Luer/Luer, 500/Pk"
"PHEN-AF0-2102-12","AF0-2102-12","Phenomenex","Phenex-PTFE 15mm Syringe Filters 0.45u,, Non-Sterile, Luer/Slip - (AF0-2102-12)"
"PHEN-AF0-3102-12","AF0-3102-12","Phenomenex","Phenex-PTFE 4mm Syringe Filters 0.45u,, Non-Sterile, Luer/Slip, 100/Pk"
"PHEN-AF0-8B09-12","AF0-8B09-12","Phenomenex","Phenex-GF/CA 28mm Syringe Filters 0.45u,, Non-Sterile, Luer/Luer, 100/Pk"
"PHEN-AF0-1A47-12","AF0-1A47-12","Phenomenex","Phenex-GF/NY Syringe Filters, 25 mm dia., 0.2 µm, Non-Sterile, Luer/Slip"
"PHEN-AF0-2201-52","AF0-2201-52","Phenomenex","Phenex-PTFE Syringe Filters, 15 mm dia., 0.45 µm, Non-Sterile, Luer/Slip, 500/Pk"
"PHEN-AF00200","AF0-0200","Phenomenex","Blue Screw Cap with PTFE/Silicone Septa"
"PHEN-AF00201","AF0-0201","Phenomenex","Red Screw Cap with PTFE/Silicone Septa"
"PHEN-AF00202","AF0-0202","Phenomenex","Green Screw Cap with PTFE/Silicone Septa"
"PHEN-AF00203","AF0-0203","Phenomenex","Black Screw Cap with PTFE/Silicone Septa"
"PHEN-AF00210","AF0-0210","Phenomenex","Blue Screw Cap with Pre-Slit PTFE/Silicone Septa"
"PHEN-AF00250","AF0-0250","Phenomenex","Blue Screw Cap with PTFE/Silicone Septa"
"PHEN-AF00300","AF0-0300","Phenomenex","Silver Crimp Cap with PTFE/Silicone Septa"
"PHEN-AF00301","AF0-0301","Phenomenex","Blue Crimp Cap with PTFE/Silicone Septa"
"PHEN-AF00302","AF0-0302","Phenomenex","Red Crimp Cap with PTFE/Silicone Septa"
"PHEN-AF00303","AF0-0303","Phenomenex","Green Crimp Cap with PTFE/Silicone Septa"
"PHEN-AF00350","AF0-0350","Phenomenex","Silver Crimp Cap with PTFE/Silicone Septa"
"PHEN-AF00400","AF0-0400","Phenomenex","Silver Crimp Cap with PTFE/Silicone Septa"
"PHEN-AF09400","AF0-9400","Phenomenex","Autosampler Vial, Clear Glass"
"PHEN-AF09401","AF0-9401","Phenomenex","Autosampler Vial, Amber Glass"
"PHEN-AF09450","AF0-9450","Phenomenex","Autosampler Vial, Clear Glass"
"PHEN-AF09500","AF0-9500","Phenomenex","Autosampler Vial, Clear Glass"
"PHEN-AF09501","AF0-9501","Phenomenex","Autosampler Vial, Amber Glass"
"PHEN-AF09502","AF0-9502","Phenomenex","Autosampler Vial, Clear Glass with Writing Spot"
"PHEN-AF09503","AF0-9503","Phenomenex","Autosampler Vial, Amber Glass with Writing Spot"
"PHEN-AF09550","AF0-9550","Phenomenex","Autosampler Vial, Clear Glass"
"PHEN-AF09551","AF0-9551","Phenomenex","Autosampler Vial, Amber Glass"
"PHEN-AF09600","AF0-9600","Phenomenex","Screw Thread Vial, Clear Glass"
"PHEN-AF09601","AF0-9601","Phenomenex","Screw Thread Vial, Amber Glass"
"PHEN-AF09650","AF0-9650","Phenomenex","Screw Thread Vial, Clear Glass"
"PHEN-AF09700","AF0-9700","Phenomenex","Crimp Top Vial, Clear Glass"
"PHEN-AF09701","AF0-9701","Phenomenex","Crimp Top Vial, Amber Glass"
"PHEN-AF09750","AF0-9750","Phenomenex","Crimp Top Vial, Clear Glass"
"PHEN-AF09800","AF0-9800","Phenomenex","Headspace Vial, Clear Glass"
"PHEN-AF09801","AF0-9801","Phenomenex","Headspace Vial, Amber Glass"
"PHEN-AF09850","AF0-9850","Phenomenex","Headspace Vial, Clear Glass"
"PHEN-00F-4252-E0","00F-4252-E0","Phenomenex","Luna 5 µm C18(2) 100 Å, LC Column 150 x 4.6 mm, Ea"
"PHEN-00F-4252-D0","00F-4252-D0","Phenomenex","Luna 5 µm C18(2) 100 Å, LC Column 150 x 4.6 mm"
