productId,partNumber,brand,name,catalogUrl
"MERC-29505-U","29505-U","Merck","SLB-IL60 Capillary GC Column L × I.D. 30 m × 0.25 mm, df 0.20 μm",""
"MERC-29484-U","29484-U","Merck","SLB-IL61 Capillary GC Column L × I.D. 15 m × 0.10 mm, df 0.08 μm",""
"MERC-29486-U","29486-U","Merck","SLB-IL61 Capillary GC Column L × I.D. 30 m × 0.25 mm, df 0.20 μm",""
"MERC-OPTI-GUARD® C18 (40 μm) HPLC Guard Column","OPTI-GUARD® C18 (40 μm) HPLC Guard Column","Merck","Particle Size",""
"MERC-OPTI-GUARD® C8 (40 μm) HPLC Guard Column","OPTI-GUARD® C8 (40 μm) HPLC Guard Column","Merck","Particle Size",""
"MERC-Chromolith NH2 (monolithic) HPLC Column","Chromolith NH2 (monolithic) HPLC Column","Merck","L x I.D.",""
"MERC-OPTI-GUARD® C18 (40 μm) HPLC Guard Column Kit","OPTI-GUARD® C18 (40 μm) HPLC Guard Column Kit","Merck","Particle Size",""
"MERC-OPTI-GUARD® C8 (40 μm) HPLC Guard Column Kit","OPTI-GUARD® C8 (40 μm) HPLC Guard Column Kit","Merck","Particle Size",""
"MERC-OPTI-GUARD® C18 (40 μm) HPLC Guard Column (10 pk)","OPTI-GUARD® C18 (40 μm) HPLC Guard Column (10 pk)","Merck","Particle Size",""
"MERC-OPTI-GUARD® C8 (40 μm) HPLC Guard Column (10 pk)","OPTI-GUARD® C8 (40 μm) HPLC Guard Column (10 pk)","Merck","Particle Size",""
"MERC-OPTI-GUARD® C18 (40 μm) HPLC Guard Column (20 pk)","OPTI-GUARD® C18 (40 μm) HPLC Guard Column (20 pk)","Merck","Particle Size",""
"MERC-OPTI-GUARD® C8 (40 μm) HPLC Guard Column (20 pk)","OPTI-GUARD® C8 (40 μm) HPLC Guard Column (20 pk)","Merck","Particle Size",""
"MERC-OPTI-GUARD® C18 (40 μm) HPLC Guard Column (30 pk)","OPTI-GUARD® C18 (40 μm) HPLC Guard Column (30 pk)","Merck","Particle Size",""
"MERC-OPTI-GUARD® C8 (40 μm) HPLC Guard Column (30 pk)","OPTI-GUARD® C8 (40 μm) HPLC Guard Column (30 pk)","Merck","Particle Size",""
"MERC-OPTI-GUARD® C18 (40 μm) HPLC Guard Column (40 pk)","OPTI-GUARD® C18 (40 μm) HPLC Guard Column (40 pk)","Merck","Particle Size",""
"MERC-OPTI-GUARD® C8 (40 μm) HPLC Guard Column (40 pk)","OPTI-GUARD® C8 (40 μm) HPLC Guard Column (40 pk)","Merck","Particle Size",""
