productId,partNumber,brand,name,description,descriptionQuality,specifications,matchType
WATE-186000274,186000274,Waters,"Blue, 12 x 32 mm Screw Neck Cap and PTFE/Silicone Septum, 100/pk",,none,{},not_found
WATE-186000274C,186000274C,Waters,LCGC Certified Clear Glass 8x40mm Screw Neck Vial,,none,{},not_found
WATE-186000275,186000275,Waters,Amber Glass 8x40mm Screw Neck Vial,,none,{},not_found
WATE-186000275C,186000275C,Waters,LCGC Certified Amber Glass 8x40mm Screw Neck Vial,,none,{},not_found
WATE-186000307C,186000307C,Waters,Red Certified Screw Cap with PTFE/Silicone Septa,,none,{},not_found
WATE-186001128,186001128,Waters,Silver Crimp Cap with PTFE/Silicone Septa,,none,{},not_found
WATE-186001128C,186001128C,Waters,Silver Certified Crimp Cap with PTFE/Silicone Septa,,none,{},not_found
WATE-186001129,186001129,Waters,Blue Crimp Cap with PTFE/Silicone Septa,,none,{},not_found
WATE-186001130,186001130,Waters,Red Crimp Cap with PTFE/Silicone Septa,,none,{},not_found
WATE-186001131,186001131,Waters,Green Crimp Cap with PTFE/Silicone Septa,,none,{},not_found
WATE-186001132,186001132,Waters,Black Crimp Cap with PTFE/Silicone Septa,,none,{},not_found
WATE-186002802,186002802,Waters,"Clear Glass 12 x 32 mm Screw Neck Max Recovery Vial, 2 mL Volume, 100/pk",,none,{},not_found
WATE-186002803,186002803,Waters,Red Screw Cap with PTFE/Silicone Septa,,none,{},not_found
WATE-186002804,186002804,Waters,Green Screw Cap with PTFE/Silicone Septa,,none,{},not_found
WATE-186002805,186002805,Waters,Black Screw Cap with PTFE/Silicone Septa,,none,{},not_found
WATE-186002806,186002806,Waters,Silver Crimp Cap with PTFE/Silicone Septa,,none,{},not_found
WATE-186002807,186002807,Waters,Blue Crimp Cap with PTFE/Silicone Septa,,none,{},not_found
WATE-186002808,186002808,Waters,Clear Glass 15x45mm Screw Neck Vial,,none,{},not_found
WATE-186002808C,186002808C,Waters,LCGC Certified Clear Glass 15x45mm Screw Neck Vial,,none,{},not_found
WATE-186002809,186002809,Waters,Amber Glass 15x45mm Screw Neck Vial,,none,{},not_found
WATE-186002809C,186002809C,Waters,LCGC Certified Amber Glass 15x45mm Screw Neck Vial,,none,{},not_found
WATE-186007224,186007224,Waters,"13 mm Solid Black Cap with PTFE/Silicone liner, 100/pk",,none,{},not_found
WATE-186007573,186007573,Waters,"Clear Glass 15 x 75 mm Screw Neck Total Recovery Vial, 100/pk",,none,{},not_found
WATE-186007574,186007574,Waters,Amber Glass 15x75mm Screw Neck Total Recovery Vial,,none,{},not_found
WATE-186007575,186007575,Waters,Clear Glass 12x32mm Screw Neck Max Recovery Vial,,none,{},not_found
WATE-186007576,186007576,Waters,Amber Glass 12x32mm Screw Neck Max Recovery Vial,,none,{},not_found
WATE-186007577,186007577,Waters,Clear Glass 12x32mm Snap Neck Max Recovery Vial,,none,{},not_found
WATE-186007578,186007578,Waters,Amber Glass 12x32mm Snap Neck Max Recovery Vial,,none,{},not_found
WATE-186007579,186007579,Waters,Clear Glass 15x45mm Screw Neck Max Recovery Vial,,none,{},not_found
WATE-186007580,186007580,Waters,Amber Glass 15x45mm Screw Neck Max Recovery Vial,,none,{},not_found
WATE-186009184,186009184,Waters,"QuanRecovery with MaxPeak, 700 µL Plates, 25/pk",,none,{},not_found
WATE-186009185,186009185,Waters,QuanRecovery with MaxPeak 700 µL Plates,,none,{},not_found
WATE-186009186,186009186,Waters,"QuanRecovery with MaxPeak HPS 12 x 32 mm Screw Neck Vial, 300 µL, 100/pk",,none,{},not_found
WATE-186011203C,186011203C,Waters,"LCGC Certified Clear Glass, 12 x 32 mm, Snap Neck Vial, with Cap and PTFE/Silicone Septum , 2 mL Volume, 100/pk",,none,{},not_found
WATE-186011262C,186011262C,Waters,"LCGC Certified Clear Glass, 12 x 32 mm, Snap Neck Vial, with Cap and Pre-Slit PTFE/Silicone Septum , 2 mL Volume, 100/pk",,none,{},not_found
WATE-186011407,186011407,Waters,"Waters Essential Sample Vial, Clear Glass, 12x32mm, 2ml",,none,{},not_found
WATE-186011408,186011408,Waters,Waters Essential Sample Vial Amber Glass,,none,{},not_found
WATE-186011456,186011456,Waters,Waters Essential Cap & Septum bonded pre-slit 9mm,,none,{},not_found
WATE-186011457,186011457,Waters,"Waters Essential Cap & Septum, bonded, non-slit, 9mm, for 12x32mm vial",,none,{},not_found
WATE-186000252,186000252,Waters,"Oasis MCX 1 cc Vac Cartridge, 30 mg Sorbent per Cartridge, 30 µm, 100/pk",,none,{},not_found
WATE-186000848,186000848,Waters,"Amber Glass 12 x 32 mm Screw Neck Vial, 2 mL Volume, 100/pk",,none,{},not_found
WATE-186000847C,186000847C,Waters,"LCGC Certified Amber Glass 12 x 32 mm Screw Neck Vial, with Cap and Preslit PTFE/Silicone Septum, 2 mL Volume, 100/pk",,none,{},not_found
WATE-WAT094219,WAT094219,Waters,"Clear Glass 12 x 32 mm Snap Neck Vial, 2 mL Volume, 100/pk",,none,{},not_found
WATE-WAT094222,WAT094222,Waters,"Clear Glass 12 x 32 mm Crimp Vial, 2 mL Volume, 100/pk",,none,{},not_found
WATE-186000118,186000118,Waters,Oasis HLB Extrctn Cart. 35cc 6g 10/box,,none,{},not_found
WATE-186006967,186006967,Waters,"Black, Aluminum Crimp Cap and PTFE/Silicone Septum, 100/pk",,none,{},not_found
WATE-186000840,186000840,Waters,"Clear Glass 15 x 45 mm Screw Neck Vial, 4 mL Volume, 100/pk",,none,{},not_found
WATE-186000838C,186000838C,Waters,"LCGC Certified Clear Glass 15 x 45 mm Screw Neck Vial, with Cap and PTFE/Silicone Septum, 4 mL Volume, 100/pk",,none,{},not_found
WATE-186001135,186001135,Waters,"Amber Glass 15 x 45 mm Screw Neck Vial, 4 mL Volume, 100/pk",,none,{},not_found
WATE-186001133C,186001133C,Waters,"LCGC Certified Amber Glass 15 x 45 mm Screw Neck Vial, with Cap and PTFE/Silicone Septum, 4 mL Volume, 100/pk",,none,{},not_found
WATE-600000754CV,600000754CV,Waters,"LCMS Certified Amber Glass 12 x 32 mm Screw Neck Max Recovery Vial, with Cap and PTFE/Silicone Septum, 2 mL Volume, 100/pk",,none,{},not_found
WATE-186000984,186000984,Waters,"Clear Glass 12 x 32 mm Snap Neck Max Recovery Vial, 2 mL Volume, 100/pk",,none,{},not_found
WATE-186007766,186007766,Waters,"XBridge BEH C18 VanGuard Cartridge, 130Å, 3.5 µm, 2.1 mm X 5 mm, 3/pk",XBridge BEH C18 VanGuard Cartridges are used to extend analytical column lifetime and performance by removing particulate contamination from the mobile phase stream. This cartridge is optimized to protect all 2.1 mm and 3.0 mm I.D. XBridge BEH C18 analytical columns containing 3.5 µm sorbent particles.,high,"{""Chemistry"": ""C18"", ""Separation Mode"": ""Reversed Phase"", ""Particle Substrate"": ""Hybrid"", ""pH Range Min"": ""1 pH"", ""pH Range Max"": ""12 pH"", ""Maximum Pressure"": ""18000 psi (1240 Bar)"", ""Endcapped"": ""Yes"", ""Silanol Activity"": ""Low"", ""Particle Shape"": ""Spherical"", ""Particle Size"": ""3.5 µm"", ""Endfitting Type"": ""Waters"", ""Pore Size"": ""130 Å"", ""Format"": ""VanGuard Cartridge"", ""Surface Area"": ""185"", ""System"": ""HPLC"", ""Particle Technology"": ""BEH"", ""USP Classification"": ""L1"", ""Inner Diameter"": ""2.1 mm"", ""Length"": ""5 mm"", ""Carbon Load"": ""18 %"", ""UNSPSC"": ""41115709"", ""Brand"": ""XBridge"", ""Product Type"": ""Guards"", ""Units per Package"": ""3 pk""}",exact
WATE-186009986,186009986,Waters,"Atlantis Premier BEH Z-HILIC VanGuard FIT Cartridge, 1.7 µm, 3.0 x 5 mm, 3/pk","Atlantis Premier Cartridges work with the Atlantis Premier VanGuard FIT Columns. These fully integrated guard cartridges protect the analytical column from matrix and sample contaminants, extending column lifetime.",high,"{""Chemistry"": ""Sulfobetaine"", ""Separation Mode"": ""Hydrophilic Interaction (HILIC)"", ""Particle Substrate"": ""Hybrid"", ""pH Range Min"": ""2 pH"", ""pH Range Max"": ""10 pH"", ""Maximum Pressure"": ""18000 psi (1240 Bar)"", ""Endcapped"": ""No"", ""Bonding Technology"": ""Zwitterion"", ""Silanol Activity"": ""Low"", ""Particle Shape"": ""Spherical"", ""Particle Size"": ""1.7 µm"", ""Endfitting Type"": ""Parker-style"", ""Pore Size"": ""95 Å"", ""Format"": ""VanGuard FIT Cartridge"", ""Surface Area"": ""270"", ""System"": ""UHPLC, UPLC"", ""Particle Technology"": ""BEH"", ""Technique"": ""LC"", ""USP Classification"": ""L122"", ""Inner Diameter"": ""2.1 mm"", ""Length"": ""5 mm"", ""Carbon Load"": ""17 %"", ""UNSPSC"": ""41115709"", ""Brand"": ""VanGuard"", ""Product Type"": ""Guards"", ""Units per Package"": ""3 pk""}",partial
WATE-186010629,186010629,Waters,"XSelect Premier CSH C18 VanGuard FIT Cartridge, 3.5 µm, 2.1 x 5 mm, 3/pk","XSelect CSH PREMIER VanGuard FIT Cartridges work with the XSelect CSH PREMIER VanGuard FIT columns. These fully integrated guard cartridges protect the analytical column from matrix and sample contaminants, extending column lifetime.",high,"{""Chemistry"": ""C18"", ""Separation Mode"": ""Reversed Phase"", ""Particle Substrate"": ""Hybrid"", ""pH Range Min"": ""1 pH"", ""pH Range Max"": ""11 pH"", ""Temperature Limits"": ""80 C (Low pH) / 45 C (High pH)"", ""Maximum Pressure"": ""6000 psi (415 Bar)"", ""Endcapped"": ""Yes"", ""Silanol Activity"": ""Low"", ""Particle Shape"": ""Spherical"", ""Particle Size"": ""3.5 µm"", ""Endfitting Type"": ""Parker-style"", ""Pore Size"": ""130 Å"", ""Format"": ""Guard Cartridge"", ""Surface Area"": ""185"", ""System"": ""HPLC"", ""Particle Technology"": ""CSH"", ""Technique"": ""LC"", ""USP Classification"": ""L1"", ""Inner Diameter"": ""2.1 mm"", ""Length"": ""5 mm"", ""Carbon Load"": ""15 %"", ""UNSPSC"": ""41115709"", ""Application"": ""Small Molecule"", ""Product Type"": ""Guards"", ""Units per Package"": ""3 pk""}",exact
WATE-186009853,186009853,Waters,"XSelect Premier HSS T3 VanGuard FIT Cartridge, 2.5 µm, 2.1 x 5 mm, 3/pk","XSelect Premier cartridges work with the XSelect Premier VanGuard FIT columns. These fully integrated guard cartridges protect the analytical column from matrix and sample contaminants, extending column lifetime.",high,"{""Chemistry"": ""C18"", ""Separation Mode"": ""Reversed Phase"", ""Particle Substrate"": ""Silica"", ""pH Range Min"": ""2 pH"", ""pH Range Max"": ""8 pH"", ""Maximum Pressure"": ""18000 psi (1240 Bar)"", ""Endcapped"": ""Yes"", ""Bonding Technology"": ""T3"", ""Silanol Activity"": ""Medium"", ""Particle Shape"": ""Spherical"", ""Particle Size"": ""2.5 µm"", ""Endfitting Type"": ""Parker-style"", ""Pore Size"": ""100 Å"", ""Format"": ""VanGuard FIT Cartridge"", ""Surface Area"": ""230"", ""System"": ""UHPLC"", ""Particle Technology"": ""HSS"", ""Technique"": ""LC"", ""USP Classification"": ""L1"", ""Inner Diameter"": ""2.1 mm"", ""Length"": ""5 mm"", ""Carbon Load"": ""11 %"", ""eCord"": ""Yes"", ""UNSPSC"": ""41115709"", ""Brand"": ""VanGuard"", ""Product Type"": ""Guards"", ""Units per Package"": ""3 pk""}",exact
WATE-186010933,186010933,Waters,"XSelect Premier HSS T3 VanGuard FIT Cartridge, 3.5 µm, 2.1 x 5 mm, 3/pk","XSelect Premier cartridges work with the XSelect Premier VanGuard FIT columns. These fully integrated guard cartridges protect the analytical column from matrix and sample contaminants, extending column lifetime.",high,"{""Chemistry"": ""C18"", ""Separation Mode"": ""Reversed Phase"", ""Particle Substrate"": ""Silica"", ""pH Range Min"": ""2 pH"", ""pH Range Max"": ""8 pH"", ""Temperature Limits"": ""45 C"", ""Maximum Pressure"": ""6000 psi (415 Bar)"", ""Endcapped"": ""Yes"", ""Bonding Technology"": ""T3"", ""Silanol Activity"": ""Medium"", ""Particle Shape"": ""Spherical"", ""Particle Size"": ""3.5 µm"", ""Endfitting Type"": ""Parker-style"", ""Pore Size"": ""100 Å"", ""Format"": ""Premier Column"", ""Surface Area"": ""230"", ""System"": ""HPLC"", ""Particle Technology"": ""HSS"", ""Technique"": ""LC"", ""USP Classification"": ""L1"", ""Inner Diameter"": ""2.1 mm"", ""Length"": ""5 mm"", ""Carbon Load"": ""11 %"", ""UNSPSC"": ""41115709"", ""Application"": ""Small Molecule"", ""Product Type"": ""Columns"", ""Units per Package"": ""3 pk""}",exact
WATE-186009857,186009857,Waters,"XSelect Premier HSS T3 VanGuard FIT Cartridge, 100Å 2.5 µm, 3.9 x 5 mm, 3/pk","XSelect HSS PREMIER cartridges work with the XSelect HSS PREMIER VanGuard FIT columns. These fully integrated guard cartridges protect the analytical column from matrix and sample contaminants, extending column lifetime.",high,"{""Chemistry"": ""C18"", ""Separation Mode"": ""Reversed Phase"", ""Particle Substrate"": ""Silica"", ""pH Range Min"": ""2 pH"", ""pH Range Max"": ""8 pH"", ""Maximum Pressure"": ""18000 psi (1240 Bar)"", ""Endcapped"": ""Yes"", ""Bonding Technology"": ""T3"", ""Silanol Activity"": ""Medium"", ""Particle Shape"": ""Spherical"", ""Particle Size"": ""2.5 µm"", ""Endfitting Type"": ""Parker-style"", ""Pore Size"": ""100 Å"", ""Format"": ""VanGuard FIT Cartridge"", ""Surface Area"": ""230"", ""System"": ""UHPLC"", ""Particle Technology"": ""HSS"", ""Technique"": ""LC"", ""USP Classification"": ""L1"", ""Inner Diameter"": ""3.9 mm"", ""Length"": ""5 mm"", ""Carbon Load"": ""11 %"", ""UNSPSC"": ""41115709"", ""Product Type"": ""Guards"", ""Units per Package"": ""1 pk""}",exact
WATE-186010942,186010942,Waters,"XSelect Premier HSS T3 VanGuard FIT Cartridge, 3.5 µm, 3.9 x 5 mm, 3/pk","XSelect Premier cartridges work with the XSelect Premier VanGuard FIT columns. These fully integrated guard cartridges protect the analytical column from matrix and sample contaminants, extending column lifetime.",high,"{""Chemistry"": ""C18"", ""Separation Mode"": ""Reversed Phase"", ""Particle Substrate"": ""Silica"", ""pH Range Min"": ""2 pH"", ""pH Range Max"": ""8 pH"", ""Temperature Limits"": ""45 C"", ""Maximum Pressure"": ""6000 psi (415 Bar)"", ""Endcapped"": ""Yes"", ""Bonding Technology"": ""T3"", ""Silanol Activity"": ""Medium"", ""Particle Shape"": ""Spherical"", ""Particle Size"": ""3.5 µm"", ""Endfitting Type"": ""Parker-style"", ""Pore Size"": ""100 Å"", ""Format"": ""Premier Column"", ""Surface Area"": ""230"", ""System"": ""HPLC"", ""Particle Technology"": ""HSS"", ""Technique"": ""LC"", ""USP Classification"": ""L1"", ""Inner Diameter"": ""3.9 mm"", ""Length"": ""5 mm"", ""Carbon Load"": ""11 %"", ""UNSPSC"": ""41115709"", ""Application"": ""Small Molecule"", ""Product Type"": ""Guards"", ""Units per Package"": ""3 pk""}",exact
WATE-186010674,186010674,Waters,"XBridge Premier BEH Phenyl VanGuard FIT Cartridge, 3.5 µm, 3.9 x 5 mm, 3/pk","XBridge Premier VanGuard FIT Cartridges work with the XBridge Premier VanGuard FIT columns. These fully integrated guard cartridges protect the analytical column from matrix and sample contaminants, extending column lifetime.",high,"{""Chemistry"": ""Phenyl"", ""Separation Mode"": ""Reversed Phase"", ""Particle Substrate"": ""Hybrid"", ""pH Range Min"": ""1 pH"", ""pH Range Max"": ""12 pH"", ""Temperature Limits"": ""80 C (Low pH)/60 C (High pH)"", ""Maximum Pressure"": ""6000 psi (415 Bar)"", ""Endcapped"": ""Yes"", ""Bonding Technology"": ""Phenyl-Hexyl"", ""Silanol Activity"": ""Low"", ""Particle Shape"": ""Spherical"", ""Particle Size"": ""3.5 µm"", ""Endfitting Type"": ""Parker-style"", ""Pore Size"": ""130 Å"", ""Format"": ""Guard Cartridge"", ""Surface Area"": ""185"", ""System"": ""HPLC"", ""Particle Technology"": ""BEH"", ""Technique"": ""LC"", ""USP Classification"": ""L11"", ""Inner Diameter"": ""3.9 mm"", ""Length"": ""5 mm"", ""Carbon Load"": ""15 %"", ""UNSPSC"": ""41115709"", ""Application"": ""Small Molecule"", ""Brand"": ""XBridge"", ""Product Type"": ""Guards"", ""Units per Package"": ""3 pk""}",exact
WATE-186010345,186010345,Waters,"XBridge Premier BEH Phenyl VanGuard FIT Cartridge, 5 µm, 3.9 X 5 mm, 3/pk","XBridge Premier VanGuard FIT Cartridges work with the XBridge Premier VanGuard FIT columns. These fully integrated guard cartridges protect the analytical column from matrix and sample contaminants, extending column lifetime.",high,"{""Chemistry"": ""Phenyl"", ""Separation Mode"": ""Reversed Phase"", ""Particle Substrate"": ""Hybrid"", ""pH Range Min"": ""1 pH"", ""pH Range Max"": ""12 pH"", ""Temperature Limits"": ""80 C (Low pH)/60 C (High pH)"", ""Maximum Pressure"": ""6000 psi (415 Bar)"", ""Endcapped"": ""Yes"", ""Bonding Technology"": ""Phenyl-Hexyl"", ""Silanol Activity"": ""Low"", ""Particle Shape"": ""Spherical"", ""Particle Size"": ""3.5 µm"", ""Endfitting Type"": ""Parker-style"", ""Pore Size"": ""130 Å"", ""Format"": ""Guard Cartridge"", ""Surface Area"": ""185"", ""System"": ""HPLC"", ""Particle Technology"": ""BEH"", ""Technique"": ""LC"", ""USP Classification"": ""L11"", ""Inner Diameter"": ""3.9 mm"", ""Length"": ""5 mm"", ""Carbon Load"": ""15 %"", ""UNSPSC"": ""41115709"", ""Application"": ""Small Molecule"", ""Brand"": ""XBridge"", ""Product Type"": ""Guards"", ""Units per Package"": ""3 pk""}",exact
WATE-186010949,186010949,Waters,"XBridge Premier BEH C8 VanGuard FIT Cartridge, 3.5 µm, 2.1 x 5 mm, 3/pk","XBridge Premier cartridges work with the XBridge Premier VanGuard FIT columns. These fully integrated guard cartridges protect the analytical column from matrix and sample contaminants, extending column lifetime.",high,"{""Chemistry"": ""C8"", ""Separation Mode"": ""Reversed Phase"", ""Particle Substrate"": ""Hybrid"", ""pH Range Min"": ""1 pH"", ""pH Range Max"": ""12 pH"", ""Temperature Limits"": ""60 C"", ""Maximum Pressure"": ""6000 psi (415 Bar)"", ""Endcapped"": ""Yes"", ""Silanol Activity"": ""Low"", ""Particle Shape"": ""Spherical"", ""Particle Size"": ""3.5 µm"", ""Endfitting Type"": ""Parker-style"", ""Pore Size"": ""130 Å"", ""Format"": ""Guard Cartridge"", ""Surface Area"": ""185"", ""System"": ""HPLC"", ""Particle Technology"": ""BEH"", ""Technique"": ""LC"", ""USP Classification"": ""L7"", ""Inner Diameter"": ""2.1 mm"", ""Length"": ""5 mm"", ""Carbon Load"": ""12 %"", ""UNSPSC"": ""41115709"", ""Application"": ""Small Molecule"", ""Brand"": ""XBridge"", ""Product Type"": ""Guards"", ""Units per Package"": ""3 pk""}",exact
WATS-176005072,176005072,Waters,"ACQUITY Premier Protein SEC Column, 250Å, 1.7 µm, 4.6 x 300 mm, 1/pk with mAb Size Variant Standard","ACQUITY Premier Protein SEC 250Å, 1.7 µm Columns help scientists obtain reliable protein size variant separations (10,000 to approx 650,000 Daltons) via the synergistic coupling of Waters MaxPeak Premier High Performance Surfaces and novel BEH-PEO Particle technologies. These advancements in SEC column hardware and SEC particle technology work to minimize non-desired secondary ionic or hydrophobic interactions between proteins and the column to minimize costly method development work by allowing",high,"{""Chemistry"": ""SEC"", ""Separation Mode"": ""Gel Filtration (aqueous)"", ""Particle Substrate"": ""Hybrid"", ""pH Range Min"": ""2.5 pH"", ""pH Range Max"": ""8 pH"", ""Temperature Limits"": ""60 C"", ""Maximum Pressure"": ""7000 psi (483 Bar)"", ""Endcapped"": ""No"", ""Bonding Technology"": ""BEH-PEO"", ""Silanol Activity"": ""Low"", ""Molecular Weight Range Min"": ""10000"", ""Molecular Weight Range Max"": ""650,000"", ""Particle Size"": ""1.7 µm"", ""Endfitting Type"": ""Parker-style"", ""Pore Size"": ""250 Å"", ""QC Tested"": ""Protein"", ""Format"": ""Online Column"", ""Surface Area"": ""174"", ""System"": ""UPLC"", ""Particle Technology"": ""BEH"", ""Technique"": ""LC"", ""USP Classification"": ""L33, L59"", ""Inner Diameter"": ""4.6 mm"", ""Length"": ""300 mm"", ""Carbon Load"": ""12 %"", ""eCord"": ""Yes"", ""UNSPSC"": ""41115709"", ""Application"": ""Protein"", ""Brand"": ""ACQUITY UPLC"", ""Product Type"": ""Columns"", ""Units per Package"": ""1 pk""}",exact
WATS-176005071,176005071,Waters,"ACQUITY Premier Protein SEC Column, 250Å, 1.7 µm, 4.6 x 150 mm 1/pk with mAb Size Variant Standard","ACQUITY Premier Protein SEC 250 Å, 1.7 µm Columns help scientists obtain reliable protein size variant separations (10,000 to approx 650,000 Daltons) via the synergistic coupling of Waters MaxPeak Premier High Performance Surfaces and novel BEH-PEO Particle technologies. These advancements in SEC column hardware and SEC particle technology work to minimize non-desired secondary ionic or hydrophobic interactions between proteins and the column to minimize costly method development work by allowin",high,"{""Chemistry"": ""SEC"", ""Separation Mode"": ""SEC"", ""Particle Substrate"": ""Hybrid"", ""pH Range Min"": ""2.5 pH"", ""pH Range Max"": ""8 pH"", ""Temperature Limits"": ""60 C"", ""Maximum Pressure"": ""11000 PSI (759 bar)"", ""Endcapped"": ""No"", ""Bonding Technology"": ""BEH-PEO"", ""Silanol Activity"": ""Low"", ""Molecular Weight Range Min"": ""10000"", ""Molecular Weight Range Max"": ""650,000"", ""Particle Size"": ""1.7 µm"", ""Endfitting Type"": ""Parker-style"", ""Pore Size"": ""250 Å"", ""QC Tested"": ""Protein"", ""Format"": ""Online Column"", ""Surface Area"": ""174"", ""System"": ""UPLC"", ""Particle Technology"": ""BEH"", ""Technique"": ""LC"", ""USP Classification"": ""L33, L59"", ""Inner Diameter"": ""4.6 mm"", ""Length"": ""150 mm"", ""Carbon Load"": ""12 %"", ""eCord"": ""Yes"", ""UNSPSC"": ""41115709"", ""Application"": ""Protein"", ""Brand"": ""ACQUITY"", ""Product Type"": ""Columns"", ""Units per Package"": ""1 pk""}",exact
WATS-186009461,186009461,Waters,"ACQUITY Premier CSH C18 Column 1.7 µm, 2.1 x 100 mm, 1/pk",ACQUITY Premier CSH C18 Columns overcome peak shape asymmetry and poor loading capacity for basic compounds when using low ionic strength mobile phase. The surface charge enables fast column equilibration when switching from low to high pH mobile phases. MaxPeak High Performance Surface hardware technology significantly reduces unwanted analyte/surface interactions that can lead to poor peak shape and losses in signal intensity.,high,"{""Chemistry"": ""C18"", ""Separation Mode"": ""Reversed Phase"", ""Particle Substrate"": ""Hybrid"", ""pH Range Min"": ""1 pH"", ""pH Range Max"": ""11 pH"", ""Maximum Pressure"": ""18000 psi (1240 Bar)"", ""Endcapped"": ""Yes"", ""Silanol Activity"": ""Low"", ""Particle Shape"": ""Spherical"", ""Particle Size"": ""1.7 µm"", ""Endfitting Type"": ""Parker-style"", ""Pore Size"": ""130 Å"", ""Format"": ""Premier Column"", ""Surface Area"": ""185"", ""System"": ""UPLC"", ""Particle Technology"": ""CSH"", ""Technique"": ""LC"", ""USP Classification"": ""L1"", ""Inner Diameter"": ""2.1 mm"", ""Length"": ""100 mm"", ""Carbon Load"": ""15 %"", ""eCord"": ""Yes"", ""UNSPSC"": ""41115709"", ""Brand"": ""ACQUITY"", ""Product Type"": ""Columns"", ""Units per Package"": ""1 pk""}",exact
WATS-186009484,186009484,Waters,"ACQUITY Premier Oligonucleotide C18 Column, 130Å, 1.7 µm, 2.1 x 50 mm, 1/pk","ACQUITY Premier Oligonucleotide Columns are used to separate detritylated synthetic oligonucleotides based on ion-pair, reversed-phase chromatography. Each column is QC tested using Waters MassPrep OST standards to ensure repeatable performance for your most demanding oligonucleotide assays. This column is part of the MaxPeak Premier Class of Columns, which deliver the chromatographic performance expected from our particle technologies while increasing reproducibility, peak shape, and recovery f",high,"{""Chemistry"": ""C18"", ""Separation Mode"": ""Reversed Phase"", ""Particle Substrate"": ""Hybrid"", ""pH Range Min"": ""1 pH"", ""pH Range Max"": ""12 pH"", ""Maximum Pressure"": ""18000 psi (1240 Bar)"", ""Endcapped"": ""Yes"", ""Silanol Activity"": ""Low"", ""Particle Shape"": ""Spherical"", ""Particle Size"": ""1.7 µm"", ""Endfitting Type"": ""Parker-style"", ""Pore Size"": ""130 Å"", ""QC Tested"": ""Oligonucleotide"", ""Format"": ""Premier Column"", ""System"": ""UPLC"", ""Particle Technology"": ""BEH"", ""Technique"": ""LC"", ""USP Classification"": ""L1"", ""Inner Diameter"": ""2.1 mm"", ""Length"": ""50 mm"", ""Carbon Load"": ""18 %"", ""eCord"": ""Yes"", ""UNSPSC"": ""41115711"", ""Application"": ""Oligonucleotide, Gene Therapeutics"", ""Brand"": ""ACQUITY UPLC"", ""Product Type"": ""Columns"", ""Units per Package"": ""1 pk""}",exact
WATS-186009453,186009453,Waters,"ACQUITY Premier BEH C18 Column, 1.7 µm, 2.1 x 100 mm, 1/pk","As the column for method development, ACQUITY Premier BEH C18 Columns provides you with the most universal column choice for high performance separations. MaxPeak High Performance Surface hardware technology significantly reduces unwanted analyte/surface interactions that can lead to poor peak shape and losses in signal intensity. The trifunctionally bonded BEH particle gives you the widest usable pH range (pH 1-12), which is ideal for methods development.",high,"{""Chemistry"": ""C18"", ""Separation Mode"": ""Reversed Phase"", ""Particle Substrate"": ""Hybrid"", ""pH Range Min"": ""1 pH"", ""pH Range Max"": ""12 pH"", ""Maximum Pressure"": ""18000 psi (1240 Bar)"", ""Endcapped"": ""Yes"", ""Silanol Activity"": ""Low"", ""Particle Shape"": ""Spherical"", ""Particle Size"": ""1.7 µm"", ""Endfitting Type"": ""Parker-style"", ""Pore Size"": ""130 Å"", ""Format"": ""Premier Column"", ""Surface Area"": ""185"", ""System"": ""UPLC"", ""Particle Technology"": ""BEH"", ""Technique"": ""LC"", ""USP Classification"": ""L1"", ""Inner Diameter"": ""2.1 mm"", ""Length"": ""100 mm"", ""Carbon Load"": ""18 %"", ""eCord"": ""Yes"", ""UNSPSC"": ""41115709"", ""Brand"": ""ACQUITY"", ""Product Type"": ""Columns"", ""Units per Package"": ""1 pk""}",exact
WATS-186009467,186009467,Waters,"ACQUITY Premier HSS T3 Column 1.8 µm, 2.1 x 50 mm, 1/pk","The universal, silica-based bonded phase used for the ACQUITY HSS T3 sorbents is compatible with 100% aqueous mobile phase and should be your first choice when developing separations for polar and non-polar compounds. The ACQUITY Premier HSS T3 UPLC Columns exhibit ultra-low MS bleed and are fully scalable and transferable to HPLC separations. MaxPeak High Performance Surface hardware technology significantly reduces unwanted analyte/surface interactions that can lead to poor peak shape and loss",high,"{""Chemistry"": ""C18"", ""Separation Mode"": ""Reversed Phase"", ""Particle Substrate"": ""Silica"", ""pH Range Min"": ""2 pH"", ""pH Range Max"": ""8 pH"", ""Maximum Pressure"": ""18000 psi (1240 Bar)"", ""Endcapped"": ""Yes"", ""Bonding Technology"": ""T3"", ""Silanol Activity"": ""Medium"", ""Particle Shape"": ""Spherical"", ""Particle Size"": ""1.8 µm"", ""Endfitting Type"": ""Parker-style"", ""Pore Size"": ""100 Å"", ""Format"": ""Premier Column"", ""Surface Area"": ""230"", ""System"": ""UPLC"", ""Particle Technology"": ""HSS"", ""Technique"": ""LC"", ""USP Classification"": ""L1"", ""Inner Diameter"": ""2.1 mm"", ""Length"": ""50 mm"", ""Carbon Load"": ""11 %"", ""eCord"": ""Yes"", ""UNSPSC"": ""41115709"", ""Brand"": ""ACQUITY UPLC"", ""Product Type"": ""Columns"", ""Units per Package"": ""1 pk""}",exact
